orderNo,transNo,memberId,dueLoanAmt,realLoanAmt,acctTempId,orderState,orderStatus,orderType,repaymentPeriod,periodType,bankName,successTime,successLogicDate,crtTime,updTime,remittanceType,UPDATE_DAY
TQYJK201703081i37tLaxR4,XDCLFB9B6A1242F7460E8980664D22049C1C,101663015,190000,190000,420002,3,0,1,3,1,招商银行,,,08MAR2017:01:05:38,08MAR2017:01:05:42,0,20181102
TQYJK20170308cp4Oil300b,XDCL241CBD19015C4DEE828ED9525002E0EA,101306734,600000,600000,420002,99,2,1,6,1,招商银行,08MAR2017:11:13:36,08MAR2017,08MAR2017:11:13:11,08MAR2017:11:13:49,0,20181102
TQYJK201703089474wj2x82,XDCL893E0911694146019FD925D163991B44,101663015,190000,190000,420002,99,2,1,3,1,平安银行,08MAR2017:17:25:55,08MAR2017,08MAR2017:17:25:33,08MAR2017:17:26:08,0,20181102
TQYJK20170309YQ472BT69Q,XDCLAFD3D9B8A44B4070B97F075AC3996B01,103698250,160000,160000,420002,99,2,1,3,1,农业银行,09MAR2017:08:43:22,09MAR2017,09MAR2017:08:42:57,09MAR2017:08:43:35,0,20181102
TQYJK20170309I9B384n941,XDCL3E8EF47D8FF24468BD1BDA7567AECD4C,10471981,330000,330000,420002,99,2,1,6,1,建设银行,09MAR2017:14:03:06,09MAR2017,09MAR2017:14:02:44,09MAR2017:14:03:19,0,20181102
TQYJK20170309DdIP95cF8R,XDCLC2071880770945068062393969BF35C8,104624620,360000,360000,420002,2,3,1,6,1,招商银行,,,09MAR2017:14:08:39,09MAR2017:14:08:43,0,20181102
TQYJK20170309W8MK46usaY,XDCL65FD216786334A49B2D3EADDC796284E,104624620,360000,360000,420002,99,2,1,6,1,招商银行,09MAR2017:14:09:39,09MAR2017,09MAR2017:14:08:46,09MAR2017:14:09:51,0,20181102
TQYJK201703090Q8C1S612U,XDCL8370A4CA441B4271B66558EA91C7ECF9,104648208,320000,320000,420002,99,2,1,6,1,工商银行,09MAR2017:15:02:34,09MAR2017,09MAR2017:15:02:13,10MAR2017:16:22:00,0,20181102
TQYJK201703103K1l3X09Jd,XDCL5E03824472DC47909172FE8A0FD55120,101624821,120000,120000,420002,99,2,1,3,1,工商银行,10MAR2017:13:11:23,10MAR2017,10MAR2017:13:10:48,10MAR2017:13:11:36,0,20181102
TQYJK2017031196hGchs5Ea,XDCL5607A36D959B413585B3C2EF6F078F28,102058051,300000,300000,420002,99,2,1,3,1,工商银行,11MAR2017:15:10:29,11MAR2017,11MAR2017:15:09:59,11MAR2017:15:10:41,0,20181102
TQYJK20170312dyA1343854,XDCLBCF73CCECC5242C29FD2AE4C78E11F94,101916042,150000,150000,420002,99,2,1,3,1,工商银行,12MAR2017:09:22:38,12MAR2017,12MAR2017:09:21:42,12MAR2017:09:22:50,0,20181102
TQYJK20170313223TjCi876,XDCL84C07B8E979249E48223D28316269FEB,101175817,240000,240000,420002,3,0,1,3,1,建设银行,,,13MAR2017:11:34:30,13MAR2017:11:34:34,0,20181102
TQYJK20170313l2HHWZLtIa,XDCLD71B171165884BC28006A3C9419CD66B,101175817,240000,240000,420002,99,2,1,3,1,建设银行,13MAR2017:13:05:23,13MAR2017,13MAR2017:13:05:08,13MAR2017:13:05:36,0,20181102
TQYJK20170314HnI245GY74,XDCLBA8643088B3F401DA11B80B7CCF8C238,10202114,700000,700000,420002,99,2,1,12,1,工商银行,14MAR2017:16:38:03,14MAR2017,14MAR2017:16:37:34,14MAR2017:16:38:16,0,20181102
TQYJK20170316NZ64u52Fgf,XDCL79A66E1435744C22B10622F639F64B27,102236548,670000,670000,420002,99,2,1,12,1,交通银行,16MAR2017:16:05:05,16MAR2017,16MAR2017:16:04:42,16MAR2017:16:05:05,0,20181102
TQYJK20170317C23T19TY65,XDCL32C0B2AB2E864D73BA2A5358A05F8434,101277218,70000,70000,420002,99,2,1,3,1,工商银行,17MAR2017:14:08:46,17MAR2017,17MAR2017:14:08:33,17MAR2017:14:08:46,0,20181102
TQYJK20170320T81687fJb7,XDCL4167C81A65994E918CFB450DCE9B8D98,105136215,400000,400000,420002,99,2,1,6,1,工商银行,20MAR2017:05:12:14,20MAR2017,20MAR2017:05:11:38,20MAR2017:05:12:15,0,20181102
TQYJK20170322TTi9P9OvzJ,XDCL28F8267A27B54DFB8E998AD7D6B657E8,101773885,90000,90000,420002,99,2,1,3,1,农业银行,22MAR2017:10:54:32,22MAR2017,22MAR2017:10:53:45,22MAR2017:10:54:32,0,20181102
TQYJK20170322WrI0036jsH,XDCL0DFF7DF37E8D466A8B16C956AEC03143,104551815,90000,90000,420002,99,2,1,3,1,工商银行,22MAR2017:17:10:52,22MAR2017,22MAR2017:17:10:37,22MAR2017:17:10:52,0,20181102
TQYJK20170325WRme81lLYs,XDCLFAA5FF3C34D842A597DF0CFC9D132F95,100899879,130000,130000,420002,99,2,1,3,1,工商银行,25MAR2017:08:30:28,25MAR2017,25MAR2017:08:30:08,25MAR2017:08:30:28,0,20181102
TQYJK201703257R72ptPtcR,XDCL0CC481380A4F42B7AFDC6341B9905869,101175817,80000,80000,420002,99,2,1,3,1,建设银行,25MAR2017:10:04:03,25MAR2017,25MAR2017:10:03:19,25MAR2017:10:04:03,0,20181102
TQYJK201703251bO7441610,XDCL6E05F816329848C9BDCF7FC2E781D2D0,103395155,50000,50000,420002,99,2,1,3,1,交通银行,25MAR2017:11:49:58,25MAR2017,25MAR2017:11:49:23,25MAR2017:11:49:59,0,20181102
TQYJK20170328E3z0w37CpS,XDCLDCBB3663D85144B7AE6538E1D3A86A60,104455516,80000,80000,420002,99,2,1,3,1,中国银行,28MAR2017:02:24:31,28MAR2017,28MAR2017:02:24:15,28MAR2017:02:24:31,0,20181102
TQYJK20170328wH067tTr31,XDCL4D1D14515B83408593F9DD69E2955430,102451307,50000,50000,420002,99,2,1,3,1,建设银行,28MAR2017:19:24:14,28MAR2017,28MAR2017:19:23:49,28MAR2017:19:24:15,0,20181102
TQYJK201703282017992I93,XDCLF21CB0A68C1647369A444765F56F5A44,104360890,400000,400000,420002,99,2,1,6,1,建设银行,28MAR2017:20:40:05,28MAR2017,28MAR2017:20:39:37,28MAR2017:20:40:05,0,20181102
TQYJK201703296A518Ms1t5,XDCL09333B62F9C74276BA999A5B1F9EBAD5,104006682,270000,270000,420002,99,2,1,3,1,中国建设银行,29MAR2017:09:13:41,29MAR2017,29MAR2017:09:13:20,29MAR2017:09:13:41,0,20181102
TQYJK201703298AG09q2na1,XDCL6962590B8F3E44CBBC604A773CE70D1F,102933050,80000,80000,420002,99,2,1,3,1,工商银行,29MAR2017:11:11:55,29MAR2017,29MAR2017:11:11:37,29MAR2017:11:11:55,0,20181102
TQYJK20170330i7939t2832,XDCL16376E714E0E4596A17BF51FCC2D62E5,100783085,200000,200000,420002,2,3,1,3,1,农业银行,,,30MAR2017:11:28:45,30MAR2017:11:28:50,0,20181102
TQYJK2017033025iL169aw7,XDCLE4086C215BEC4D9699B2C6FBF60988F2,100783085,200000,200000,420002,99,2,1,3,1,农业银行,30MAR2017:11:29:19,30MAR2017,30MAR2017:11:28:54,30MAR2017:11:29:19,0,20181102
TQYJK201703305M59uU233S,XDCL1060DB5DCF284B05A13EEB2F83137A64,103838224,110000,110000,420002,99,2,1,3,1,招商银行,30MAR2017:14:31:19,30MAR2017,30MAR2017:14:30:44,30MAR2017:14:31:19,0,20181102
TQYJK20170331RB1069OCmT,XDCLC134721766D9445AB2B4AC00EE40EE1C,103838224,120000,120000,420002,99,2,1,3,1,招商银行,31MAR2017:09:52:33,31MAR2017,31MAR2017:09:52:16,31MAR2017:09:52:33,0,20181102
TQYJK20170401E2qonq52fJ,XDCL8FC33DC970574E0EB8EE2B8FCD9983C8,102269770,50000,50000,420002,2,3,1,3,1,农业银行,,,01APR2017:19:00:36,01APR2017:19:00:54,0,20181102
TQYJK201704019G92554245,XDCLA9DF5C3E7D2D443580578C3FB714CB9F,102269770,50000,50000,420002,2,3,1,3,1,农业银行,,,01APR2017:19:01:03,01APR2017:19:01:08,0,20181102
TQYJK2017040217g0k0pwq4,XDCL8E5A98621238441193EF7182EC8CF617,10471981,50000,50000,420002,99,2,1,3,1,招商银行,02APR2017:12:35:43,02APR2017,02APR2017:12:35:20,02APR2017:12:35:43,0,20181102
TQYJK20170402G77MAl1a4Z,XDCL3E532EC2E6EC4639ADEBF1FFF8C56403,104038994,210000,210000,420002,2,3,1,3,1,建设银行,,,02APR2017:21:44:57,02APR2017:21:44:59,0,20181102
TQYJK20170402XwQ64VGJ57,XDCL95D37C1E014B414B8B44F46BAED653EF,104038994,210000,210000,420002,99,2,1,3,1,建设银行,02APR2017:21:45:19,02APR2017,02APR2017:21:45:04,02APR2017:21:45:19,0,20181102
TQYJK2017040417Yi4u63jC,XDCLFC2CBD82D2EA406FBC7E946824D5E75D,103817048,110000,110000,420002,99,2,1,3,1,工商银行,04APR2017:10:23:39,04APR2017,04APR2017:10:23:19,04APR2017:10:23:40,0,20181102
TQYJK201704068J1593B2HH,XDCL337B4182357C496298D3E578E6D3E86C,101306734,500000,500000,420002,99,2,1,6,1,招商银行,06APR2017:17:01:28,06APR2017,06APR2017:17:01:02,06APR2017:17:01:29,0,20181102
TQYJK20170407K2Y28j6lgC,XDCLA086E3B41CCF402194DDDF3076C4DD6E,105127814,90000,90000,420002,99,2,1,3,1,中信银行,07APR2017:02:12:46,07APR2017,07APR2017:02:12:32,07APR2017:02:12:46,0,20181102
TQYJK20170408Cmg7ljI404,XDCL7E29D735CCB440E2BD132ED22E0213C0,105052573,100000,100000,420002,99,2,1,3,1,中国建设银行,08APR2017:12:42:39,08APR2017,08APR2017:12:41:56,08APR2017:12:42:40,0,20181102
TQYJK20170410SgGX08gs43,XDCL67C0780C0B574BACBFBA4453A4EB37F3,102269770,50000,50000,420002,2,3,1,3,1,农业银行,,,10APR2017:11:26:58,10APR2017:11:27:03,0,20181102
TQYJK201704101370g046m2,XDCL2A2B42D8FE0A4DBEA369A2900870A55C,103698250,50000,50000,420002,99,2,1,3,1,农业银行,10APR2017:15:12:12,10APR2017,10APR2017:15:11:48,10APR2017:15:12:12,0,20181102
TQYJK20170411v864o61218,XDCL3B4C1E60ED8948E98F7C9EF74CB7D52D,102058051,100000,100000,420002,99,2,1,3,1,工商银行,11APR2017:11:17:46,11APR2017,11APR2017:11:17:20,11APR2017:11:17:46,0,20181102
TQYJK20170411DBL0E489tQ,XDCL6CD1F87E1AC54487A3D1F87895F4CCFF,100049700,120000,120000,420002,99,2,1,3,1,农业银行,11APR2017:20:41:13,11APR2017,11APR2017:20:40:54,11APR2017:20:41:13,0,20181102
TQYJK20170413Mp8Rw2TML7,XDCL10CE8DE6AC1E49E0B152402A88DD67F9,101916042,50000,50000,420002,99,2,1,3,1,工商银行,13APR2017:08:43:24,13APR2017,13APR2017:08:43:07,13APR2017:08:43:24,0,20181102
TQYJK20170414E4lwS0HV39,XDCL7A69461D86F14AEFAF2A7E2CCCDDF765,1022092,2250000,2250000,420002,99,2,1,6,1,中信银行,14APR2017:17:40:29,14APR2017,14APR2017:17:40:05,14APR2017:17:40:30,0,20181102
TQYJK20170415U80y5v1Lje,XDCL9FFF7B42DDA344C29BC8DD7EF8153B10,104223002,600000,600000,420002,99,2,1,12,1,华夏银行,15APR2017:01:10:44,15APR2017,15APR2017:01:10:20,15APR2017:01:10:44,0,20181102
TQYJK20170415VI7Z5La2Sh,XDCL53646A68A42E4F2B98CDDEDEA8AA5F5D,102933050,80000,80000,420002,99,2,1,3,1,工商银行,15APR2017:09:34:34,15APR2017,15APR2017:09:34:17,15APR2017:09:34:34,0,20181102
TQYJK201704156qCxWDw849,XDCLC651DB7AD4114FE8A1B7ABB19E4CEA85,101803258,220000,220000,420002,99,2,1,3,1,建设银行,15APR2017:12:26:38,15APR2017,15APR2017:12:26:12,15APR2017:12:26:38,0,20181102
TQYJK201704178162M9k854,XDCL7CE42F10547E4C3E8A2B8FB9E26C8FB5,104551815,70000,70000,420002,99,2,1,3,1,工商银行,17APR2017:10:25:27,17APR2017,17APR2017:10:25:11,17APR2017:10:25:27,0,20181102
TQYJK20170417B54566dU49,XDCLBB2CA8C48F90423784FF64638ADD9248,102269770,50000,50000,420002,2,3,1,3,1,中国建设银行,,,17APR2017:11:18:55,17APR2017:11:19:01,0,20181102
TQYJK20170417D1NdxA472j,XDCL80372FF749E6473FB82122361F00E4D3,105052573,100000,100000,420002,99,2,1,3,1,中国建设银行,17APR2017:12:28:11,17APR2017,17APR2017:12:27:29,17APR2017:12:28:11,0,20181102
TQYJK201704175W37xz4LT2,XDCLB47BFCBAE1ED4809AF47D9840A011B68,104360890,50000,50000,420002,99,2,1,3,1,建设银行,17APR2017:14:02:52,17APR2017,17APR2017:14:02:19,17APR2017:14:02:53,0,20181102
TQYJK20170419c5kX85ZsF7,XDCL1C68B3256AE9497FBDCCDD0535D105FE,100621583,130000,130000,420002,99,2,1,3,1,招商银行,19APR2017:09:00:28,19APR2017,19APR2017:08:59:50,19APR2017:09:00:29,0,20181102
TQYJK20170419Hn5g5AH082,XDCL6F2374B9397842568FEB86386F861991,100242148,500000,500000,420002,99,2,1,6,1,工商银行,19APR2017:09:14:22,19APR2017,19APR2017:09:14:00,19APR2017:09:14:22,0,20181102
TQYJK20170420NIV1546m9g,XDCL1860844DF9754696AD7EDF9F85497422,101624821,80000,80000,420002,99,2,1,3,1,工商银行,20APR2017:08:48:37,20APR2017,20APR2017:08:48:06,20APR2017:08:48:37,0,20181102
TQYJK20170421ap9g3V0FFN,XDCLA9D136A579774C21B3AFDEC9B5CD3662,101852077,220000,220000,420002,99,2,1,3,1,中国银行,21APR2017:21:59:38,21APR2017,21APR2017:21:56:51,21APR2017:21:59:38,0,20181102
TQYJK20170421934ct12pv0,XDCL5424235CDBC343F68FE2C2E69040FDC4,105136215,80000,80000,420002,2,3,1,3,1,工商银行,,,21APR2017:22:30:48,21APR2017:22:30:54,0,20181102
TQYJK201704224V4jd1KY59,XDCL68BB6399545949D89631360328D4453B,105052573,160000,160000,420002,2,3,1,3,1,中国建设银行,,,22APR2017:16:25:16,22APR2017:16:25:20,0,20181102
TQYJK20170422sjDRIS5Tk8,XDCL5D7C4D2E1381494E910DF233F0A4287B,105052573,160000,160000,420002,2,3,1,3,1,中国建设银行,,,22APR2017:16:25:23,22APR2017:16:25:28,0,20181102
TQYJK20170422043359eNun,XDCL84E5526BC77842E0B4E816158B782498,105052573,160000,160000,420002,99,2,1,3,1,中国建设银行,22APR2017:16:25:57,22APR2017,22APR2017:16:25:33,22APR2017:16:25:57,0,20181102
TQYJK20170424G1263Xrz66,XDCL4D00A3A5F0A0445BA7C6E498C1C10451,102451307,60000,60000,420002,99,2,1,3,1,建设银行,24APR2017:09:17:02,24APR2017,24APR2017:09:16:36,24APR2017:09:17:02,0,20181102
TQYJK20170424760Dl30TiE,,104551815,50000,50000,420002,2,3,1,3,1,工商银行,,,24APR2017:15:04:24,24APR2017:15:05:29,0,20181102
TQYJK20170424Mq11G17jAd,,104551815,50000,50000,420002,2,3,1,3,1,工商银行,,,24APR2017:15:15:16,24APR2017:15:16:19,0,20181102
TQYJK2017042460375946e0,XDCL1A214EA22BE54B6EAFCD60EE4E0D7097,104551815,50000,50000,420002,2,3,1,3,1,工商银行,,,24APR2017:15:15:43,24APR2017:15:15:47,0,20181102
TQYJK201704244823s07g6L,XDCLC816EC4DC3B84C8B9511001B0FCEF289,104551815,50000,50000,420002,2,3,1,3,1,工商银行,,,24APR2017:15:15:53,24APR2017:15:15:58,0,20181102
TQYJK201704246W7V7M502L,,104551815,50000,50000,420002,2,3,1,3,1,工商银行,,,24APR2017:15:17:22,24APR2017:15:18:27,0,20181102
TQYJK2017042445H58NNV9D,XDCL62C007B6A4AA47FCBC86FFDE01D97425,104551815,50000,50000,420002,99,2,1,3,1,工商银行,24APR2017:21:03:36,24APR2017,24APR2017:21:03:16,24APR2017:21:03:36,0,20181102
TQYJK2017042620mb376Ur4,XDCLCB1B69E7ACC644C3A5D701B0868B92F7,10136388,190000,190000,420002,2,3,1,3,1,建设银行,,,26APR2017:12:31:02,26APR2017:12:31:09,0,20181102
TQYJK20170426CupJ95NZ4K,XDCLA604FF4B68B24EB3AADA1E582DB1EDCB,10136388,190000,190000,420002,99,2,1,3,1,建设银行,26APR2017:12:31:35,26APR2017,26APR2017:12:31:16,26APR2017:12:31:35,0,20181102
TQYJK20170427CH037f691b,XDCL7B0901BFF3B7434BB7A1C9CBF75A1509,101311707,250000,250000,420002,3,0,1,3,1,工商银行,,,27APR2017:20:43:23,27APR2017:20:43:30,0,20181102
TQYJK20170427f82RI6u1n7,XDCLA4883A565CCC4760B3C230B74DD72CDB,101311707,250000,250000,420002,99,2,1,3,1,工商银行,27APR2017:22:22:39,27APR2017,27APR2017:22:22:07,27APR2017:22:22:39,0,20181102
TQYJK20170428B1A2W3YBXf,XDCL999C6F75FEA24B3EA1733EF6F2D49283,103838224,70000,70000,420002,2,3,1,3,1,招商银行,,,28APR2017:19:11:25,28APR2017:19:11:31,0,20181102
TQYJK20170428F114300470,XDCL52A6912155D4404E9A93E93060F5914A,103838224,70000,70000,420002,2,3,1,3,1,招商银行,,,28APR2017:19:11:35,28APR2017:19:11:40,0,20181102
TQYJK20170429xC2dt5LdW0,XDCLAF64BC4BDE964BCFB7812D6A4DCD31B7,104455516,110000,110000,420002,99,2,1,3,1,招商银行,29APR2017:07:49:46,29APR2017,29APR2017:07:49:29,29APR2017:07:49:46,0,20181102
TQYJK20170429892l463974,XDCLA3760B08D6DC47EE93CA3AC056ECC753,100899879,200000,200000,420002,99,2,1,3,1,工商银行,29APR2017:10:39:04,29APR2017,29APR2017:10:38:48,29APR2017:10:39:04,0,20181102
TQYJK20170429f0a0T1FQZ5,XDCL7BE37C22C13D4A1C97CD7460EDDDF3A0,100783085,200000,200000,420002,2,3,1,3,1,农业银行,,,29APR2017:12:13:16,29APR2017:12:13:20,0,20181102
TQYJK201704298Eb1jm1BE9,XDCLB0CEAD46C6E24FBC9BFFEB41B5E7E158,100783085,200000,200000,420002,99,2,1,3,1,农业银行,29APR2017:12:13:47,29APR2017,29APR2017:12:13:24,29APR2017:12:13:47,0,20181102
TQYJK20170429n747Yxn3KR,XDCL51082B21B2024195AB44587E4D978129,104648208,50000,50000,420002,2,3,1,3,1,工商银行,,,29APR2017:14:35:39,29APR2017:14:35:41,0,20181102
TQYJK20170429A9Q6K7M30z,XDCLCAC42850EA014F2A9068BAC8CD5E48F8,104648208,50000,50000,420002,99,2,1,3,1,工商银行,29APR2017:14:36:01,29APR2017,29APR2017:14:35:45,29APR2017:14:36:01,0,20181102
TQYJK20170430R3Az8d3ea1,XDCL47528FBA6F784B5EAB840B099C1340C9,102305334,470000,470000,420002,99,2,1,6,1,华夏银行,30APR2017:06:06:17,30APR2017,30APR2017:06:05:32,30APR2017:06:06:18,0,20181102
TQYJK20170430U2k47R302Z,XDCL9F67B01FC9394F9FA673ACBEB3823AA9,102053578,240000,240000,420002,99,2,1,3,1,中国建设银行,30APR2017:12:25:02,30APR2017,30APR2017:12:24:47,30APR2017:12:25:02,0,20181102
TQYJK2017043072J7Dra534,XDCL5A797FBBB7DC4A8F928BDAA4C0700042,100181571,300000,300000,420002,99,2,1,3,1,建设银行,30APR2017:16:49:56,30APR2017,30APR2017:16:49:31,30APR2017:16:49:57,0,20181102
TQYJK20170501B7L5v5F9T8,XDCL64FF6FCB473A4F4EB61C3483B8218D45,102702019,730000,730000,420002,99,2,1,12,1,工商银行,01MAY2017:02:13:14,01MAY2017,01MAY2017:02:12:40,01MAY2017:02:13:14,0,20181102
TQYJK20170501U436VYt704,XDCL726C802918C24A2C89FE15BE500EE467,104006682,90000,90000,420002,99,2,1,3,1,中国建设银行,01MAY2017:23:14:54,01MAY2017,01MAY2017:23:14:30,01MAY2017:23:14:54,0,20181102
TQYJK20170502ueRn7Be48x,XDCLBD6C46DA860249F4BB8B2D23120ED334,100019314,80000,80000,420002,2,3,1,3,1,平安银行,,,02MAY2017:09:30:20,02MAY2017:09:30:24,0,20181102
TQYJK20170502fs5xtvMmy7,XDCLB1D27027E41E4D519C3C2F11A7FFEEC3,100019314,80000,80000,420002,99,2,1,3,1,平安银行,02MAY2017:09:30:55,02MAY2017,02MAY2017:09:30:28,02MAY2017:09:30:55,0,20181102
TQYJK201705023A4Aq3913k,XDCLF110210B5D2C4F16A2CE274ADF4DA463,101277218,190000,190000,420002,99,2,1,3,1,中信银行,02MAY2017:11:33:39,02MAY2017,02MAY2017:11:33:25,02MAY2017:11:33:39,0,20181102
TQYJK20170502g8v7L76a71,XDCLE21A414FA61142D1A6F06F2EBDA23B1C,104360890,70000,70000,420002,99,2,1,3,1,建设银行,02MAY2017:21:35:33,02MAY2017,02MAY2017:21:35:09,02MAY2017:21:35:34,0,20181102
TQYJK201705043T02y36sQj,XDCL2BBE0F885C9D40529DF44FB162330EC2,102269770,100000,100000,420002,99,2,1,3,1,农业银行,04MAY2017:10:35:53,04MAY2017,04MAY2017:10:35:35,04MAY2017:10:35:53,0,20181102
TQYJK20170505Gt1942q552,XDCLBEEE08D3D935448AA00C23EFF848F93D,100049700,60000,60000,420002,99,2,1,3,1,农业银行,05MAY2017:06:31:03,05MAY2017,05MAY2017:06:30:44,05MAY2017:06:31:03,0,20181102
TQYJK20170505L55UXq9f5Q,XDCL455D50DD464B4C72BFE80998C89C73A3,103040272,360000,360000,420002,99,2,1,6,1,工商银行,05MAY2017:09:26:40,05MAY2017,05MAY2017:09:26:17,05MAY2017:09:26:40,0,20181102
TQYJK20170506l32z58269C,XDCLE36768C9A10A480FA3A4DEBF58C18B30,10471981,130000,130000,420002,2,3,1,3,1,招商银行,,,06MAY2017:11:53:57,06MAY2017:11:54:01,0,20181102
TQYJK2017050689PDQ5M2LJ,XDCL481507F1DCE64DE3B4DE2F36D1B9ED5B,10471981,130000,130000,420002,99,2,1,3,1,招商银行,06MAY2017:11:54:22,06MAY2017,06MAY2017:11:54:05,06MAY2017:11:54:22,0,20181102
TQYJK2017050866rrx3k8TP,XDCL6B12E600DEAF4E88BFB7161102F2AEBB,102236548,250000,250000,420002,99,2,1,3,1,交通银行,08MAY2017:10:06:34,08MAY2017,08MAY2017:10:06:18,08MAY2017:10:06:35,0,20181102
TQYJK2017050880R551aZB9,XDCL107AD85A5F3540C495D2ED25DE8B8CCA,101306734,90000,90000,420002,99,2,1,3,1,招商银行,08MAY2017:11:07:28,08MAY2017,08MAY2017:11:07:07,08MAY2017:11:07:28,0,20181102
TQYJK20170509UMVyp76g6q,XDCL088D4FD363B0404DBB71693FE886A254,105052573,60000,60000,420002,2,3,1,3,1,中国建设银行,,,09MAY2017:09:21:04,09MAY2017:09:21:17,0,20181102
TQYJK20170509OcXRyGIY0X,XDCLB44052DFD22741F18867E6D2C661F524,105052573,60000,60000,420002,99,2,1,3,1,中国建设银行,09MAY2017:09:21:46,09MAY2017,09MAY2017:09:21:21,09MAY2017:09:21:47,0,20181102
TQYJK20170509669Ior3jBG,XDCLB1A64D7D738C4D7B8062C4919F4CB1B7,103698250,70000,70000,420002,2,3,1,3,1,农业银行,,,09MAY2017:11:38:50,09MAY2017:11:38:55,0,20181102
TQYJK201705091g8Q3255Y7,XDCLA8FEE13375B742AF8355A2E943BB9F94,103698250,70000,70000,420002,2,3,1,3,1,农业银行,,,09MAY2017:11:39:26,09MAY2017:11:39:30,0,20181102
TQYJK20170509V0gTC2LtS5,XDCLEF3EC2010AD84C9DBCB332209A84132D,103817048,170000,170000,420002,99,2,1,3,1,建设银行,09MAY2017:17:20:34,09MAY2017,09MAY2017:17:20:16,09MAY2017:17:20:34,0,20181102
TQYJK201705109i6AP5P30l,XDCLCE298FC079CE4360BABDE420140E3F3E,100242148,400000,400000,420002,99,2,1,6,1,工商银行,10MAY2017:09:04:45,10MAY2017,10MAY2017:09:04:25,10MAY2017:09:04:45,0,20181102
TQYJK20170510yFwr3C2vJ5,XDCL21427709812D428E80115E4430B1B542,10471981,100000,100000,420002,99,2,1,3,1,招商银行,10MAY2017:11:10:11,10MAY2017,10MAY2017:11:09:53,10MAY2017:11:10:11,0,20181102
TQYJK20170510l1Wm0860VI,XDCL63CD8939134F47B99517798C47AC882B,103698250,50000,50000,420002,99,2,1,3,1,农业银行,10MAY2017:13:21:57,10MAY2017,10MAY2017:13:21:39,10MAY2017:13:21:57,0,20181102
TQYJK20170511LQfz0177Gu,XDCLE9107E6EE57C4B189C8DEB01768ED8C2,102058051,130000,130000,420002,99,2,1,3,1,建设银行,11MAY2017:15:43:14,11MAY2017,11MAY2017:15:42:50,11MAY2017:15:43:15,0,20181102
TQYJK2017051238mA04891Y,XDCL09B2FC6184A04FA4A2C0831C98946777,101166032,540000,540000,420002,99,2,1,12,1,农业银行,12MAY2017:08:54:17,12MAY2017,12MAY2017:08:54:00,12MAY2017:08:54:17,0,20181102
TQYJK20170512835Q10D5N0,XDCL48AC8C5F33CE41F0AA34829BD36521DB,102006819,440000,440000,420002,99,2,1,6,1,工商银行,12MAY2017:12:48:44,12MAY2017,12MAY2017:12:48:29,12MAY2017:12:48:45,0,20181102
TQYJK201705139e8gJRFtQe,XDCL5FA242E3EE484D5B910E78BCBB32F33A,100980542,140000,140000,420002,2,3,1,3,1,农业银行,,,13MAY2017:14:09:11,13MAY2017:14:09:15,0,20181102
TQYJK20170513k36i53S7Go,XDCL1295D9F40AB34AA08038B3E0AA3FED18,100980542,140000,140000,420002,99,2,1,3,1,农业银行,13MAY2017:14:09:43,13MAY2017,13MAY2017:14:09:21,13MAY2017:14:09:43,0,20181102
TQYJK20170514Is3329Mu9t,XDCLDB8C978635DD4384B81F0C4B30F6A3C6,101916042,60000,60000,420002,99,2,1,3,1,工商银行,14MAY2017:21:28:02,14MAY2017,14MAY2017:21:27:40,14MAY2017:21:28:03,0,20181102
TQYJK2017051501YOgLYYiU,XDCL636FB3DE95834A668C33EA3382D82244,100783085,200000,200000,420002,2,3,1,3,1,农业银行,,,15MAY2017:13:43:56,15MAY2017:13:44:00,0,20181102
TQYJK201705152s37yG0280,XDCL66E5042F4E424661ADBA8679455956D2,100783085,200000,200000,420002,99,2,1,3,1,农业银行,15MAY2017:13:44:27,15MAY2017,15MAY2017:13:44:03,15MAY2017:13:44:27,0,20181102
TQYJK20170516rE821x7446,XDCL1E1F7E3045484CE390C5B4C082E0DD32,103838224,70000,70000,420002,99,2,1,3,1,招商银行,16MAY2017:08:37:21,16MAY2017,16MAY2017:08:37:06,16MAY2017:08:37:22,0,20181102
TQYJK20170516I4g200m41E,XDCL885134CCDBB04B5EA6BB9A88D50595DD,102933050,140000,140000,420002,99,2,1,3,1,工商银行,16MAY2017:15:23:03,16MAY2017,16MAY2017:15:22:45,16MAY2017:15:23:04,0,20181102
TQYJK201705169sfh3Zd8UI,XDCLD5052FA2F26C43CD873655E971072F03,101852077,70000,70000,420002,99,2,1,3,1,中国银行,16MAY2017:20:02:34,16MAY2017,16MAY2017:20:02:06,16MAY2017:20:02:35,0,20181102
TQYJK20170517h5hxK9SO53,XDCL8FB864AC94FC41FCB8A80D5A4DD62E12,101175817,160000,160000,420002,99,2,1,3,1,建设银行,17MAY2017:08:39:51,17MAY2017,17MAY2017:08:39:34,17MAY2017:08:39:57,0,20181102
TQYJK201705213O2hCTY6LQ,XDCL078BFBCF980D4FA5944422EEAB47C3CC,101773885,150000,150000,420002,99,2,1,3,1,平安银行,21MAY2017:01:08:38,21MAY2017,21MAY2017:01:08:02,21MAY2017:01:08:39,0,20181102
TQYJK20170521y307fO4631,XDCLBDC24D24E17249B3B4F9B2E207CDA640,104455516,140000,140000,420002,99,2,1,3,1,中国银行,21MAY2017:11:31:49,21MAY2017,21MAY2017:11:31:34,21MAY2017:11:31:50,0,20181102
