id,memberId,orderNo,orderType,totalNum,num,repayStatus,repayType,isOverdue,repayDate,payDate,payAmt,overdueNum,initTotalAmt,initPrincipal,initFee,initAdvanceFee,totalAmt,principal,fee,overdue,latefee,advanceFee,poundage,remainTotalAmt,remainPrincipal,remainFee,remainOverdue,remainLatefee,remainAdvanceFee,waiverFee,waiverAdvanceFee,waiverOverdue,waiverLatefee,waiverPoundage,loanDiscountfee,dayLoanDiscount,payLoanDiscountfee,repayDiscountfee,refundTotalAmt,isFree,discountParty,rotateStatus,deleted,crtTime,uptTime,interestStatus,deferredFlag,UPDATE_DAY
3064131,105136912,TQYJK20180327c5g09J5iG2,1,6,3,2,4,0,27JUN2018,02JUL2018:09:12:50,56365,5,55890,50000,5890,0,56365,50000,5890,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27MAR2018:17:36:39,02JUL2018:09:12:50,0,,20181102
3064293,101648899,TQYJK20180327f0036H2A12,1,3,3,2,2,0,27JUN2018,27JUN2018:10:20:02,68631,0,68631,66668,1963,0,68631,66668,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27MAR2018:17:46:40,27JUN2018:10:20:02,0,,20181102
3064746,103470775,TQYJK201803277wr6EGH67w,1,3,3,2,2,0,27JUN2018,27JUN2018:10:35:31,24057,0,24057,23334,723,0,24057,23334,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27MAR2018:18:25:39,27JUN2018:10:35:31,0,,20181102
3064981,100584508,TQYJK201803274621oBi9Qd,1,12,3,2,3,0,27JUN2018,16MAY2018:12:58:33,43750,0,53937,41666,12271,0,43750,41666,0,0,0,0,2084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27MAR2018:18:45:27,16MAY2018:12:58:33,0,,20181102
3065077,103452900,TQYJK20180327259805154Q,1,6,3,2,1,0,27JUN2018,27JUN2018:12:41:48,93150,0,93150,83333,9817,0,93150,83333,9817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27MAR2018:18:56:27,27JUN2018:12:41:48,0,,20181102
3065810,103410959,TQYJK2018032763Ku3W346Q,1,12,3,2,1,0,27JUN2018,27JUN2018:09:46:19,56069,0,56069,46666,9403,0,56069,46666,9403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27MAR2018:20:20:55,27JUN2018:09:46:19,0,,20181102
3065978,102908174,TQYJK201803275k87164534,1,3,3,2,3,0,27JUN2018,28MAR2018:09:36:30,35001,0,34316,33334,982,0,35001,33334,0,0,0,0,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27MAR2018:20:50:40,28MAR2018:09:36:30,0,,20181102
3249862,102064963,TQYJK201804272P22eb7rL2,1,3,2,2,1,0,27JUN2018,27JUN2018:14:05:33,34642,0,34642,33329,1313,0,34642,33329,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27APR2018:08:25:59,27JUN2018:14:05:33,0,,20181102
3250399,104207268,TQYJK20180427L8cS9f7z08,1,6,2,2,2,0,27JUN2018,27JUN2018:10:01:42,89112,0,89112,80910,8202,0,89112,80910,8202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27APR2018:10:07:15,27JUN2018:10:01:42,0,,20181102
3250483,10058800,TQYJK20180427VD6OEVQ44r,1,3,2,2,1,0,27JUN2018,27JUN2018:20:04:04,83140,0,83140,79990,3150,0,83140,79990,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27APR2018:10:20:33,27JUN2018:20:04:04,0,,20181102
3250922,104335808,TQYJK20180427R6CcC4p6s7,1,3,2,2,2,0,27JUN2018,27JUN2018:09:42:55,48498,0,48498,46660,1838,0,48498,46660,1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27APR2018:11:17:16,27JUN2018:09:42:55,0,,20181102
3254313,103376190,TQYJK2018042756s5d8R2pt,1,3,2,2,1,0,27JUN2018,27JUN2018:15:08:45,24249,0,24249,23330,919,0,24249,23330,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27APR2018:19:12:31,27JUN2018:15:08:45,0,,20181102
3254616,100408233,TQYJK20180427j4v2i0983T,1,3,2,2,1,0,27JUN2018,27JUN2018:17:53:24,173209,0,173209,166646,6563,0,173209,166646,6563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27APR2018:20:12:32,27JUN2018:17:53:24,0,,20181102
3407366,101929287,TQYJK20180527K36Gj09siL,1,1,1,2,3,0,27JUN2018,26JUN2018:09:15:43,144123,0,144123,140000,4123,0,144123,140000,3990,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27MAY2018:09:03:00,26JUN2018:09:15:43,0,,20181102
3407765,103510162,TQYJK20180527691a800Ig0,1,3,1,2,1,0,27JUN2018,27JUN2018:15:07:23,90833,0,91083,83333,7750,0,91083,83333,7750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,5,250,0,0,0,0,1,0,27MAY2018:09:46:32,27JUN2018:15:07:23,0,,20181102
3408233,104207268,TQYJK20180527815XNpj7r8,1,3,1,2,2,0,27JUN2018,27JUN2018:10:21:08,24086,0,24249,22884,1365,0,24249,22884,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,5,163,0,0,0,0,1,0,27MAY2018:10:35:25,27JUN2018:10:21:08,0,,20181102
3408499,103441965,TQYJK20180527P0zF07674w,1,3,1,2,1,0,27JUN2018,27JUN2018:11:22:49,108835,0,108835,100000,8835,0,108835,100000,8835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27MAY2018:11:02:21,27JUN2018:11:22:49,0,,20181102
3408640,100181571,TQYJK201805272S3969u2M0,1,1,1,2,3,0,27JUN2018,25JUN2018:17:38:44,154418,0,154418,150000,4418,0,154418,150000,4133,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27MAY2018:11:13:44,25JUN2018:17:38:44,0,,20181102
3408836,100019314,TQYJK20180527tVZk5wGH92,1,1,1,2,1,0,27JUN2018,27JUN2018:13:39:09,51473,0,51473,50000,1473,0,51473,50000,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27MAY2018:11:34:30,27JUN2018:13:39:09,0,,20181102
3408912,104335808,TQYJK20180527Ho46d7u00H,1,3,1,2,2,0,27JUN2018,27JUN2018:10:39:06,65819,0,65819,62114,3705,0,65819,62114,3705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27MAY2018:11:42:12,27JUN2018:10:39:06,0,,20181102
3409188,100150890,TQYJK20180527RhSeyu37FM,1,1,1,2,1,0,27JUN2018,27JUN2018:11:45:04,72062,0,72062,70000,2062,0,72062,70000,2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27MAY2018:12:14:09,27JUN2018:11:45:04,0,,20181102
3409498,100150890,TQYJK20180527p40s01az2E,1,1,1,2,1,0,27JUN2018,27JUN2018:11:45:27,61767,0,61767,60000,1767,0,61767,60000,1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27MAY2018:12:53:52,27JUN2018:11:45:27,0,,20181102
3409571,103452900,TQYJK20180527T68sOW7j86,1,3,1,2,1,0,27JUN2018,27JUN2018:12:42:10,83202,0,83440,76666,6774,0,83440,76666,6774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,5,238,0,0,0,0,1,0,27MAY2018:13:06:29,27JUN2018:12:42:10,0,,20181102
3410305,102702019,TQYJK2018052754Bi83w3wl,1,1,1,2,2,0,27JUN2018,27JUN2018:10:44:52,51473,0,51473,50000,1473,0,51473,50000,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27MAY2018:14:53:00,27JUN2018:10:44:52,0,,20181102
3410536,101973128,TQYJK2018052721G7so9P9O,1,1,1,2,3,0,27JUN2018,20JUN2018:19:15:18,133829,0,133829,130000,3829,0,133829,130000,2964,0,0,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27MAY2018:15:43:36,20JUN2018:19:15:18,0,,20181102
3411324,104706432,TQYJK201805278DS60n8f71,1,1,1,2,4,0,27JUN2018,28JUN2018:14:25:21,51568,1,51473,50000,1473,0,51568,50000,1473,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27MAY2018:18:07:25,28JUN2018:14:25:21,0,,20181102
3411387,100667109,TQYJK20180527G02660992i,1,1,1,2,2,0,27JUN2018,27JUN2018:10:21:42,81612,0,81612,80000,1612,0,81612,80000,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27MAY2018:18:22:38,27JUN2018:10:21:42,0,,20181102
3411392,100012066,TQYJK201805274tVO5Z45J4,1,6,1,2,1,0,27JUN2018,27JUN2018:15:10:43,51685,0,51685,46030,5655,0,51685,46030,5655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27MAY2018:18:25:47,27JUN2018:15:10:43,0,,20181102
3411441,102963751,TQYJK2018052765nG57hX0X,1,1,1,2,2,0,27JUN2018,27JUN2018:10:24:50,102945,0,102945,100000,2945,0,102945,100000,2945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27MAY2018:18:35:33,27JUN2018:10:24:50,0,,20181102
3411783,102923129,TQYJK201805270r3q80wlUI,1,1,1,2,1,0,27JUN2018,27JUN2018:12:18:05,61767,0,61767,60000,1767,0,61767,60000,1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27MAY2018:19:28:29,27JUN2018:12:18:05,0,,20181102
3412331,104706432,TQYJK201805275DJ08T6o8v,1,1,1,2,4,0,27JUN2018,28JUN2018:14:24:31,51568,1,51473,50000,1473,0,51568,50000,1473,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27MAY2018:21:50:56,28JUN2018:14:24:31,0,,20181102
2574030,101858736,TQYJK20171229yLyrL1tf7X,1,6,6,2,3,0,28JUN2018,30MAR2018:16:44:57,40252,0,39286,38335,951,0,40252,38335,0,0,0,0,1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29DEC2017:00:08:53,30MAR2018:16:44:57,0,,20181102
2574712,100215577,TQYJK20171229U05L060C3E,1,6,6,2,4,0,28JUN2018,29JUN2018:11:26:03,51568,1,51473,50000,1473,0,51568,50000,1473,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29DEC2017:08:54:33,29JUN2018:11:26:03,0,,20181102
2582643,102443111,TQYJK20171231U37113t0MK,1,6,6,2,3,0,28JUN2018,19MAR2018:14:16:56,56002,0,54906,53335,1571,0,56002,53335,0,0,0,0,2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31DEC2017:09:37:42,19MAR2018:14:16:56,0,,20181102
2720719,101545194,TQYJK201801289j820kkb4F,1,6,5,2,2,0,28JUN2018,28JUN2018:09:20:05,71290,0,71290,68589,2701,0,71290,68589,2701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28JAN2018:09:37:21,28JUN2018:09:20:05,0,,20181102
2727019,102006819,TQYJK20180129y2u72J40wF,1,6,5,2,4,0,28JUN2018,29JUN2018:15:39:47,36233,1,36194,35000,1194,0,36233,35000,1194,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29JAN2018:14:16:59,29JUN2018:15:39:47,0,,20181102
2727302,100242148,TQYJK20180129379gG1s6I1,1,6,5,2,2,0,28JUN2018,28JUN2018:09:21:11,115128,0,115128,111666,3462,0,115128,111666,3462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29JAN2018:14:50:01,28JUN2018:09:21:11,0,,20181102
2727862,100314084,TQYJK20180129q71e3uNe33,1,6,5,2,1,0,28JUN2018,28JUN2018:10:12:51,52945,0,52945,50000,2945,0,52945,50000,2945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29JAN2018:16:08:15,28JUN2018:10:12:51,0,,20181102
2737517,104152598,TQYJK20180131lW4B98T112,1,6,5,2,2,0,28JUN2018,28JUN2018:09:42:28,65298,0,65298,61666,3632,0,65298,61666,3632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31JAN2018:10:43:51,28JUN2018:09:42:28,0,,20181102
2875231,101159252,TQYJK201802287Hd647I32M,1,6,4,2,3,0,28JUN2018,23MAR2018:20:53:59,86619,0,89112,84096,5016,0,86619,84096,0,0,0,0,2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28FEB2018:01:23:13,23MAR2018:20:53:59,0,,20181102
2877629,101324426,TQYJK20180228O17ZZ2S540,1,6,4,2,2,0,28JUN2018,28JUN2018:09:30:44,89112,0,89112,84096,5016,0,89112,84096,5016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28FEB2018:11:17:57,28JUN2018:09:30:44,0,,20181102
3066902,102035628,TQYJK20180328dQcyc24593,1,3,3,2,1,0,28JUN2018,28JUN2018:11:00:03,68631,0,68631,66668,1963,0,68631,66668,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28MAR2018:00:49:54,28JUN2018:11:00:03,0,,20181102
3067029,101680106,TQYJK20180328DrYzO9701G,1,3,3,2,3,0,28JUN2018,25APR2018:21:37:50,52498,0,51962,50968,994,0,52498,50968,0,0,0,0,1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28MAR2018:05:35:06,25APR2018:21:37:50,0,,20181102
3067289,103303567,TQYJK201803283TV4Poo079,1,3,3,2,3,0,28JUN2018,27APR2018:09:08:54,17502,0,17159,16668,491,0,17502,16668,0,0,0,0,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28MAR2018:07:57:46,27APR2018:09:08:54,0,,20181102
3068143,102229449,TQYJK20180328R776h4e7E9,1,3,3,2,3,0,28JUN2018,29MAY2018:09:46:23,31517,0,31176,30580,596,0,31517,30580,19,0,0,0,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28MAR2018:10:02:02,29MAY2018:09:46:23,0,,20181102
3068449,104226990,TQYJK20180328j778EzL024,1,3,3,2,2,0,28JUN2018,28JUN2018:09:31:07,24250,0,24250,23786,464,0,24250,23786,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28MAR2018:10:28:09,28JUN2018:09:31:07,0,,20181102
3069033,105086124,TQYJK201803284338r8RKa5,1,6,3,2,4,0,28JUN2018,14JUL2018:20:12:08,45904,16,45024,41666,3358,0,45904,41666,3358,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28MAR2018:11:12:20,14JUL2018:20:12:08,0,,20181102
3069238,101773885,TQYJK201803285YTYn279e8,1,6,3,2,4,0,28JUN2018,30JUN2018:21:54:17,41125,2,40985,36666,4319,0,41125,36666,4319,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28MAR2018:11:23:37,30JUN2018:21:54:17,0,,20181102
3070601,10507800,TQYJK201803282ok55Z3K4x,1,12,3,2,4,0,28JUN2018,29JUN2018:09:27:17,60140,1,60075,50000,10075,0,60140,50000,10075,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28MAR2018:13:00:34,29JUN2018:09:27:17,0,,20181102
3071479,103253566,TQYJK20180328759nh6CW58,1,3,3,2,3,0,28JUN2018,19APR2018:13:01:31,17499,0,17320,16989,331,0,17499,16989,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28MAR2018:14:14:14,19APR2018:13:01:31,0,,20181102
3072896,104825582,TQYJK20180328jN5jP42qI9,1,3,3,2,1,0,28JUN2018,28JUN2018:10:17:19,137261,0,137261,133334,3927,0,137261,133334,3927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28MAR2018:16:04:18,28JUN2018:10:17:19,0,,20181102
3075311,102314813,TQYJK2018032873N744I9h3,1,3,3,2,3,0,28JUN2018,30MAY2018:10:33:14,28053,0,27453,26668,785,0,28053,26668,51,0,0,0,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28MAR2018:19:43:04,30MAY2018:10:33:14,0,,20181102
3075558,100936011,TQYJK20180328u85nue08b7,1,3,3,2,1,0,28JUN2018,28JUN2018:11:49:17,27495,0,27495,26668,827,0,27495,26668,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28MAR2018:20:18:06,28JUN2018:11:49:17,0,,20181102
3075633,104152598,TQYJK20180328C75U0b52YB,1,3,3,2,3,0,28JUN2018,11MAY2018:13:28:30,42000,0,41178,40000,1178,0,42000,40000,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28MAR2018:20:25:45,11MAY2018:13:28:30,0,,20181102
3076262,102702019,TQYJK20180328oC0bVo1197,1,3,3,2,1,0,28JUN2018,28JUN2018:16:12:55,17159,0,17159,16668,491,0,17159,16668,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28MAR2018:22:11:11,28JUN2018:16:12:55,0,,20181102
3077054,104071225,TQYJK20180329c7e62DI7uh,1,3,3,2,1,0,28JUN2018,28JUN2018:10:54:49,68631,0,68631,66668,1963,0,68631,66668,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29MAR2018:08:05:57,28JUN2018:10:54:49,0,,20181102
3077463,101834763,TQYJK201803299y6xUSCV71,1,3,3,2,4,0,28JUN2018,29JUN2018:09:07:21,27504,1,27453,26668,785,0,27504,26668,785,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29MAR2018:09:23:07,29JUN2018:09:07:21,0,,20181102
3077673,101973128,TQYJK201803297I6v550535,1,3,3,2,3,0,28JUN2018,20JUN2018:19:14:46,25011,0,24021,23334,687,0,25011,23334,510,0,0,0,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29MAR2018:09:44:18,20JUN2018:19:14:46,0,,20181102
3077703,103893120,TQYJK20180329eR9Bq17L7X,1,3,3,2,3,0,28JUN2018,16MAY2018:09:39:58,49002,0,48115,46668,1447,0,49002,46668,0,0,0,0,2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29MAR2018:09:45:45,16MAY2018:09:39:58,0,,20181102
3078515,102923129,TQYJK20180329VVw5kJR6ZY,1,3,3,2,1,0,28JUN2018,28JUN2018:12:50:24,68631,0,68631,66668,1963,0,68631,66668,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29MAR2018:10:57:58,28JUN2018:12:50:24,0,,20181102
3084222,100314084,TQYJK2018032989M9wJx3ch,1,3,3,2,1,0,28JUN2018,28JUN2018:11:54:29,34316,0,34316,33334,982,0,34316,33334,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29MAR2018:22:36:38,28JUN2018:11:54:29,0,,20181102
3084361,102908174,TQYJK201803296O61sW493n,1,12,3,2,1,0,28JUN2018,28JUN2018:10:26:01,43150,0,43150,33333,9817,0,43150,33333,9817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29MAR2018:23:34:54,28JUN2018:10:26:01,0,,20181102
3084924,103089259,TQYJK201803301t8a0Kenq3,1,3,3,2,2,0,28JUN2018,28JUN2018:10:12:29,137261,0,137261,133334,3927,0,137261,133334,3927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30MAR2018:08:19:39,28JUN2018:10:12:29,0,,20181102
3088908,103182411,TQYJK20180330Ejd6h4jLH7,1,3,3,2,2,0,28JUN2018,28JUN2018:10:18:03,34316,0,34316,33334,982,0,34316,33334,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30MAR2018:15:27:03,28JUN2018:10:18:03,0,,20181102
3090177,1022092,TQYJK201803305U7374zj2K,1,3,3,2,1,0,28JUN2018,28JUN2018:20:10:57,641187,0,641187,633334,7853,0,641187,633334,7853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30MAR2018:16:45:52,28JUN2018:20:10:57,0,,20181102
3092173,10514731,TQYJK20180330MSlw0kbXe1,1,6,3,2,1,0,28JUN2018,28JUN2018:15:07:17,44712,0,44712,40000,4712,0,44712,40000,4712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30MAR2018:18:48:08,28JUN2018:15:07:17,0,,20181102
3092362,103452900,TQYJK20180330eN16d4uA76,1,3,3,2,1,0,28JUN2018,28JUN2018:11:52:16,68631,0,68631,66668,1963,0,68631,66668,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30MAR2018:19:08:45,28JUN2018:11:52:16,0,,20181102
3093611,103182411,TQYJK20180330YSE29L8V26,1,3,3,2,1,0,28JUN2018,28JUN2018:13:01:26,37748,0,37748,36668,1080,0,37748,36668,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30MAR2018:22:42:25,28JUN2018:13:01:26,0,,20181102
3093650,103470775,TQYJK2018033090BBA1nGA1,1,3,3,2,3,0,28JUN2018,28MAY2018:11:16:05,21000,0,20620,20000,620,0,21000,20000,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30MAR2018:22:49:07,28MAY2018:11:16:05,0,,20181102
3094226,103407648,TQYJK2018033191u7k8r8cA,1,3,3,2,3,0,28JUN2018,05APR2018:12:43:50,35001,0,34316,33334,982,0,35001,33334,0,0,0,0,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31MAR2018:05:12:15,05APR2018:12:43:50,0,,20181102
3096546,104071225,TQYJK20180331tt40gC3igN,1,3,3,2,1,0,28JUN2018,28JUN2018:10:55:21,34316,0,34316,33334,982,0,34316,33334,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31MAR2018:13:34:06,28JUN2018:10:55:21,0,,20181102
3096684,10036483,TQYJK2018033143J0kw3j49,1,3,3,2,3,0,28JUN2018,27JUN2018:13:14:07,35951,0,34316,33334,982,0,35951,33334,950,0,0,0,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31MAR2018:13:51:06,27JUN2018:13:14:07,0,,20181102
3099400,100225244,TQYJK20180331rGp2X3Gn23,1,3,3,2,1,0,28JUN2018,28JUN2018:11:54:26,171576,0,171576,166668,4908,0,171576,166668,4908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31MAR2018:23:10:40,28JUN2018:11:54:26,0,,20181102
3255614,103253566,TQYJK20180428S4uK7MoM35,1,3,2,2,1,0,28JUN2018,28JUN2018:14:41:41,38106,0,38106,36662,1444,0,38106,36662,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28APR2018:03:19:12,28JUN2018:14:41:41,0,,20181102
3258287,10081778,TQYJK20180428Z895556p2B,1,3,2,2,1,0,28JUN2018,28JUN2018:11:53:14,27713,0,27713,26663,1050,0,27713,26663,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28APR2018:14:07:14,28JUN2018:11:53:14,0,,20181102
3258636,10036483,TQYJK201804288jtWD0N973,1,3,2,2,4,0,28JUN2018,29JUN2018:20:46:36,77792,1,77652,73333,4319,0,77792,73333,4319,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28APR2018:14:49:22,29JUN2018:20:46:36,0,,20181102
3260914,104958908,TQYJK2018042878Be71mT55,1,6,2,2,3,0,28JUN2018,03MAY2018:10:29:29,69508,0,69508,63110,6398,0,69508,63110,0,0,0,0,6398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28APR2018:21:01:43,03MAY2018:10:29:29,0,,20181102
3261870,100242148,TQYJK20180429Sk636R05Re,1,3,2,2,3,0,28JUN2018,28MAY2018:21:51:21,63534,0,63534,60000,3534,0,63534,60000,0,0,0,0,3534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29APR2018:08:04:50,28MAY2018:21:51:21,0,,20181102
3263472,103606766,TQYJK2018042908b67iT4LX,1,6,2,2,1,0,28JUN2018,28JUN2018:15:09:19,76483,0,76483,66666,9817,0,76483,66666,9817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29APR2018:12:56:51,28JUN2018:15:09:19,0,,20181102
3264086,103182411,TQYJK201804291aU0P0b22S,1,3,2,2,1,0,28JUN2018,28JUN2018:13:01:57,98830,0,98830,93333,5497,0,98830,93333,5497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29APR2018:14:46:34,28JUN2018:13:01:57,0,,20181102
3265513,102163489,TQYJK2018042918G0SlSFSC,1,3,2,2,1,0,28JUN2018,28JUN2018:11:08:59,69353,0,69353,66666,2687,0,69353,66666,2687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29APR2018:21:05:56,28JUN2018:11:08:59,0,,20181102
3413449,102205927,TQYJK20180528C0O31rQW04,1,3,1,2,1,0,28JUN2018,28JUN2018:12:16:30,75615,0,76185,70000,6185,0,76185,70000,6185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,12,570,0,0,0,0,1,0,28MAY2018:08:50:06,28JUN2018:12:16:30,0,,20181102
3414249,10136388,TQYJK20180528tB6Z02YQ97,1,3,1,2,4,0,28JUN2018,29JUN2018:13:53:25,69050,1,68929,63333,5596,0,69050,63333,5596,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28MAY2018:10:16:20,29JUN2018:13:53:25,0,,20181102
3414845,10058800,TQYJK201805282QbD405BNn,1,3,1,2,1,0,28JUN2018,28JUN2018:14:51:27,48498,0,48498,45768,2730,0,48498,45768,2730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28MAY2018:11:13:19,28JUN2018:14:51:27,0,,20181102
