id,memberId,orderNo,orderType,totalNum,num,repayStatus,repayType,isOverdue,repayDate,payDate,payAmt,overdueNum,initTotalAmt,initPrincipal,initFee,initAdvanceFee,totalAmt,principal,fee,overdue,latefee,advanceFee,poundage,remainTotalAmt,remainPrincipal,remainFee,remainOverdue,remainLatefee,remainAdvanceFee,waiverFee,waiverAdvanceFee,waiverOverdue,waiverLatefee,waiverPoundage,loanDiscountfee,dayLoanDiscount,payLoanDiscountfee,repayDiscountfee,refundTotalAmt,isFree,discountParty,rotateStatus,deleted,crtTime,uptTime,interestStatus,deferredFlag,UPDATE_DAY
21973,101624821,TQYJK20170420NIV1546m9g,1,3,1,1,1,1,20MAY2017,,0,531,27986,26666,1320,0,42323,26666,1320,14337,0,0,0,42323,26666,1320,14337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20APR2017:08:48:37,02NOV2018:00:05:24,0,,20181102
25721,104648208,TQYJK20170429A9Q6K7M30z,1,3,1,1,1,1,28MAY2017,,0,523,17464,16666,798,0,26355,16666,798,8891,0,0,0,26355,16666,798,8891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29APR2017:14:36:01,02NOV2018:00:05:28,0,,20181102
10606,104648208,TQYJK201703090Q8C1S612U,1,6,3,1,1,1,09JUN2017,,0,511,56970,53333,3637,0,84564,53333,3637,27594,0,0,0,84564,53333,3637,27594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,09MAR2017:15:02:34,02NOV2018:00:05:32,0,,20181102
11485,101624821,TQYJK201703103K1l3X09Jd,1,3,3,1,1,1,10JUN2017,,0,510,40682,40000,682,440,61082,40000,682,20400,0,0,0,61082,40000,682,20400,0,440,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10MAR2017:13:11:23,02NOV2018:00:05:34,0,,20181102
21974,101624821,TQYJK20170420NIV1546m9g,1,3,2,1,1,1,20JUN2017,,0,500,27575,26666,909,0,41075,26666,909,13500,0,0,0,41075,26666,909,13500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20APR2017:08:48:37,02NOV2018:00:05:42,0,,20181102
1474832,104735072,TQYJK20170526X8yne9P7L5,1,3,1,1,1,1,26JUN2017,,0,494,77084,73333,3751,0,113640,73333,3751,36556,0,0,0,113640,73333,3751,36556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26MAY2017:17:51:45,02NOV2018:00:05:48,0,,20181102
25722,104648208,TQYJK20170429A9Q6K7M30z,1,3,2,1,1,1,28JUN2017,,0,492,17234,16666,568,0,25598,16666,568,8364,0,0,0,25598,16666,568,8364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29APR2017:14:36:01,02NOV2018:00:05:49,0,,20181102
10607,104648208,TQYJK201703090Q8C1S612U,1,6,4,1,1,1,09JUL2017,,0,481,55973,53333,2640,0,81947,53333,2640,25974,0,0,0,81947,53333,2640,25974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,09MAR2017:15:02:34,02NOV2018:00:05:00,0,,20181102
21975,101624821,TQYJK20170420NIV1546m9g,1,3,3,1,1,1,20JUL2017,,0,470,27108,26668,440,0,39798,26668,440,12690,0,0,0,39798,26668,440,12690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20APR2017:08:48:37,02NOV2018:00:05:09,0,,20181102
1474833,104735072,TQYJK20170526X8yne9P7L5,1,3,2,1,1,1,26JUL2017,,0,464,75753,73333,2420,0,110089,73333,2420,34336,0,0,0,110089,73333,2420,34336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26MAY2017:17:51:46,02NOV2018:00:05:16,0,,20181102
15743,104360890,TQYJK201703282017992I93,1,6,4,1,1,1,28JUL2017,,0,462,69666,66666,3000,0,100620,66666,3000,30954,0,0,0,100620,66666,3000,30954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28MAR2017:20:40:05,02NOV2018:00:05:16,0,,20181102
25723,104648208,TQYJK20170429A9Q6K7M30z,1,3,3,1,1,1,28JUL2017,,0,462,16943,16668,275,0,24797,16668,275,7854,0,0,0,24797,16668,275,7854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29APR2017:14:36:01,02NOV2018:00:05:17,0,,20181102
10608,104648208,TQYJK201703090Q8C1S612U,1,6,5,1,1,1,09AUG2017,,0,450,55152,53333,1819,0,79452,53333,1819,24300,0,0,0,79452,53333,1819,24300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,09MAR2017:15:02:34,02NOV2018:00:05:23,0,,20181102
433982,102933050,TQYJK20170516I4g200m41E,1,3,3,1,1,1,16AUG2017,,0,443,47391,46668,723,0,68212,46668,723,20821,0,0,0,68212,46668,723,20821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16MAY2017:15:23:03,02NOV2018:00:05:29,0,,20181102
1637571,100833673,TQYJK20170620A1uL4v1Stm,1,3,2,1,1,1,20AUG2017,,0,439,75606,73333,2273,0,108092,73333,2273,32486,0,0,0,108092,73333,2273,32486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20JUN2017:10:42:02,02NOV2018:00:05:33,0,,20181102
1637901,102933050,TQYJK20170620i5u0y554e2,1,3,2,1,1,1,20AUG2017,,0,439,34366,33333,1033,0,49292,33333,1033,14926,0,0,0,49292,33333,1033,14926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20JUN2017:11:39:02,02NOV2018:00:05:33,0,,20181102
1474834,104735072,TQYJK20170526X8yne9P7L5,1,3,3,1,1,1,26AUG2017,,0,433,74584,73334,1250,0,106626,73334,1250,32042,0,0,0,106626,73334,1250,32042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26MAY2017:17:51:46,02NOV2018:00:05:39,0,,20181102
15744,104360890,TQYJK201703282017992I93,1,6,5,1,1,1,28AUG2017,,0,431,68733,66666,2067,0,97610,66666,2067,28877,0,0,0,97610,66666,2067,28877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28MAR2017:20:40:05,02NOV2018:00:05:41,0,,20181102
10609,104648208,TQYJK201703090Q8C1S612U,1,6,6,1,1,1,09SEP2017,,0,419,54244,53335,909,0,76870,53335,909,22626,0,0,0,76870,53335,909,22626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,09MAR2017:15:02:34,02NOV2018:00:05:50,0,,20181102
1637572,100833673,TQYJK20170620A1uL4v1Stm,1,3,3,1,1,1,20SEP2017,,0,408,74471,73334,1137,0,104663,73334,1137,30192,0,0,0,104663,73334,1137,30192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20JUN2017:10:42:02,02NOV2018:00:05:10,0,,20181102
1637902,102933050,TQYJK20170620i5u0y554e2,1,3,3,1,1,1,20SEP2017,,0,408,33851,33334,517,0,47723,33334,517,13872,0,0,0,47723,33334,517,13872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20JUN2017:11:39:02,02NOV2018:00:05:10,0,,20181102
15745,104360890,TQYJK201703282017992I93,1,6,6,1,1,1,28SEP2017,,0,400,67703,66670,1033,0,94503,66670,1033,26800,0,0,0,94503,66670,1033,26800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28MAR2017:20:40:05,02NOV2018:00:05:18,0,,20181102
2216636,104469091,TQYJK20170921sBird836Q9,1,3,1,1,1,1,21OCT2017,,0,377,25013,23333,1680,0,57786,23333,1680,32773,0,0,0,57786,23333,1680,32773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21SEP2017:09:09:25,02NOV2018:00:05:43,0,,20181102
1858706,104469091,TQYJK20170727w578S418l3,1,12,3,1,1,1,27OCT2017,,0,371,70266,56666,13600,3173,91413,56666,13600,21147,0,0,0,91413,56666,13600,21147,0,3173,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27JUL2017:09:45:07,02NOV2018:00:05:50,0,,20181102
2058388,104469091,TQYJK201708270182gLbvxS,1,3,2,1,1,1,27OCT2017,,0,371,17466,16666,800,187,23773,16666,800,6307,0,0,0,23773,16666,800,6307,0,187,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27AUG2017:19:07:52,02NOV2018:00:05:51,0,,20181102
2066759,100484794,TQYJK20170829Ksuh1I1Y14,1,3,2,1,1,1,28OCT2017,,0,370,52400,50000,2400,80,70900,50000,2400,18500,0,0,0,70900,50000,2400,18500,0,80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29AUG2017:06:50:39,02NOV2018:00:05:04,0,,20181102
2278965,100484794,TQYJK201710049fsx3HHbq3,1,3,1,1,1,1,04NOV2017,,0,363,17906,16666,1240,0,37224,16666,1240,19318,0,0,0,37224,16666,1240,19318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,04OCT2017:04:43:35,02NOV2018:00:05:11,0,,20181102
2216637,104469091,TQYJK20170921sBird836Q9,1,3,2,1,1,1,21NOV2017,,0,346,24490,23333,1157,0,43215,23333,1157,18725,0,0,0,43215,23333,1157,18725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21SEP2017:09:09:25,02NOV2018:00:05:38,0,,20181102
1858707,104469091,TQYJK20170727w578S418l3,1,12,4,1,1,1,27NOV2017,,0,340,69314,56666,12648,0,88694,56666,12648,19380,0,0,0,88694,56666,12648,19380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27JUL2017:09:45:07,02NOV2018:00:05:50,0,,20181102
2058389,104469091,TQYJK201708270182gLbvxS,1,3,3,1,1,1,27NOV2017,,0,340,17081,16668,413,0,22861,16668,413,5780,0,0,0,22861,16668,413,5780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27AUG2017:19:07:52,02NOV2018:00:05:51,0,,20181102
2359931,103717494,TQYJK20171027240mSDjA31,1,3,1,1,1,1,27NOV2017,,0,340,57301,53333,3968,0,98313,53333,3968,41012,0,0,0,98313,53333,3968,41012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27OCT2017:17:28:07,02NOV2018:00:05:53,0,,20181102
2063870,103717494,TQYJK20170828k42A32beRm,1,3,3,1,1,1,28NOV2017,,0,339,34161,33334,827,0,45687,33334,827,11526,0,0,0,45687,33334,827,11526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28AUG2017:16:24:41,02NOV2018:00:05:01,0,,20181102
2066760,100484794,TQYJK20170829Ksuh1I1Y14,1,3,3,1,1,1,28NOV2017,,0,339,51240,50000,1240,0,68190,50000,1240,16950,0,0,0,68190,50000,1240,16950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29AUG2017:06:50:39,02NOV2018:00:05:01,0,,20181102
2376649,102706892,TQYJK201711021BfwC70986,1,3,1,1,1,1,02DEC2017,,0,335,21440,20000,1440,0,32896,20000,1440,11456,0,0,0,32896,20000,1440,11456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,02NOV2017:06:25:15,02NOV2018:00:05:12,0,,20181102
2278966,100484794,TQYJK201710049fsx3HHbq3,1,3,2,1,1,1,04DEC2017,,0,333,17466,16666,800,0,26764,16666,800,9298,0,0,0,26764,16666,800,9298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,04OCT2017:04:43:35,02NOV2018:00:05:18,0,,20181102
2389795,102706892,TQYJK20171105343d86690g,1,3,1,1,1,1,05DEC2017,,0,332,17866,16666,1200,0,27137,16666,1200,9271,0,0,0,27137,16666,1200,9271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,05NOV2017:20:21:45,02NOV2018:00:05:21,0,,20181102
2129011,101803258,TQYJK201709073cgeUv005T,1,3,3,1,1,1,07DEC2017,,0,330,74544,73334,1210,0,101274,73334,1210,26730,0,0,0,101274,73334,1210,26730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,07SEP2017:10:27:45,02NOV2018:00:05:26,0,,20181102
2405961,101803258,TQYJK20171109b1521NK2uK,1,3,1,1,1,1,09DEC2017,,0,328,48976,46666,2310,0,66032,46666,2310,17056,0,0,0,66032,46666,2310,17056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,09NOV2017:18:15:32,02NOV2018:00:05:38,0,,20181102
2306135,103698250,TQYJK201710108u117Q8a7S,1,3,2,1,1,1,10DEC2017,,0,327,27546,26666,880,0,37356,26666,880,9810,0,0,0,37356,26666,880,9810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10OCT2017:19:27:47,02NOV2018:00:05:40,0,,20181102
2429555,103698250,TQYJK201711151WakYX9898,1,3,1,1,1,1,15DEC2017,,0,322,24488,23333,1155,0,32860,23333,1155,8372,0,0,0,32860,23333,1155,8372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15NOV2017:18:40:27,02NOV2018:00:05:55,0,,20181102
2435432,102450994,TQYJK2017111743i770a448,1,3,1,1,1,1,17DEC2017,,0,320,29066,26666,2400,0,46346,26666,2400,17280,0,0,0,46346,26666,2400,17280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17NOV2017:10:11:55,02NOV2018:00:06:02,0,,20181102
2436093,101472039,TQYJK2017111716ptLY26gT,1,1,1,1,1,1,17DEC2017,,0,320,183510,180000,3510,0,258390,180000,3510,74880,0,0,0,258390,180000,3510,74880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17NOV2017:13:49:34,02NOV2018:00:06:02,0,,20181102
2216638,104469091,TQYJK20170921sBird836Q9,1,3,3,1,1,1,21DEC2017,,0,316,23894,23334,560,0,35902,23334,560,12008,0,0,0,35902,23334,560,12008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21SEP2017:09:09:25,02NOV2018:00:06:13,0,,20181102
2235143,103717494,TQYJK20170925x6229n3830,1,3,3,1,1,1,25DEC2017,,0,312,34134,33334,800,0,50982,33334,800,16848,0,0,0,50982,33334,800,16848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25SEP2017:08:03:53,02NOV2018:00:06:34,0,,20181102
2461639,103717494,TQYJK20171126GLe2k15Df1,1,3,1,1,1,1,26DEC2017,,0,311,25013,23333,1680,0,36831,23333,1680,11818,0,0,0,36831,23333,1680,11818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26NOV2017:20:46:56,02NOV2018:00:05:54,0,,20181102
1858708,104469091,TQYJK20170727w578S418l3,1,12,5,1,1,1,27DEC2017,,0,310,67546,56666,10880,0,85216,56666,10880,17670,0,0,0,85216,56666,10880,17670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27JUL2017:09:45:07,02NOV2018:00:05:54,0,,20181102
2359932,103717494,TQYJK20171027240mSDjA31,1,3,2,1,1,1,27DEC2017,,0,310,55893,53333,2560,0,82553,53333,2560,26660,0,0,0,82553,53333,2560,26660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27OCT2017:17:28:07,02NOV2018:00:05:58,0,,20181102
2362802,100699142,TQYJK201710289p995e51iz,1,2,2,1,1,1,28DEC2017,,0,309,102935,100966,1969,0,143723,100966,1969,40788,0,0,0,143723,100966,1969,40788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28OCT2017:15:38:28,02NOV2018:00:06:06,0,,20181102
2376650,102706892,TQYJK201711021BfwC70986,1,3,2,1,1,1,02JAN2018,,0,304,20992,20000,992,0,30720,20000,992,9728,0,0,0,30720,20000,992,9728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,02NOV2017:06:25:15,02NOV2018:00:06:26,0,,20181102
2379186,104063392,TQYJK2017110245IM63D3u5,1,3,2,1,1,1,02JAN2018,,0,304,49415,46666,2749,0,76471,46666,2749,27056,0,0,0,76471,46666,2749,27056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,02NOV2017:17:49:56,02NOV2018:00:06:28,0,,20181102
2275905,102706892,TQYJK20171003mZp0wVG9wx,1,3,3,1,1,1,03JAN2018,,0,303,17081,16668,413,0,25262,16668,413,8181,0,0,0,25262,16668,413,8181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,03OCT2017:11:17:31,02NOV2018:00:06:28,0,,20181102
2277008,102450994,TQYJK2017100334Y69V02r5,1,6,3,1,1,1,03JAN2018,,0,303,84300,75000,9300,0,129750,75000,9300,45450,0,0,0,129750,75000,9300,45450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,03OCT2017:15:05:40,02NOV2018:00:06:29,0,,20181102
2278967,100484794,TQYJK201710049fsx3HHbq3,1,3,3,1,1,1,04JAN2018,,0,302,17081,16668,413,0,25235,16668,413,8154,0,0,0,25235,16668,413,8154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,04OCT2017:04:43:35,02NOV2018:00:06:34,0,,20181102
2389796,102706892,TQYJK20171105343d86690g,1,3,2,1,1,1,05JAN2018,,0,301,17493,16666,827,0,25620,16666,827,8127,0,0,0,25620,16666,827,8127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,05NOV2017:20:21:45,02NOV2018:00:06:41,0,,20181102
1940986,102260937,TQYJK201708090G20d0345Q,1,6,5,1,1,1,09JAN2018,,0,297,84960,80000,4960,0,108720,80000,4960,23760,0,0,0,108720,80000,4960,23760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,09AUG2017:10:13:38,02NOV2018:00:06:10,0,,20181102
2302469,102260937,TQYJK20171009u874x5OJtc,1,3,3,1,1,1,09JAN2018,,0,297,34367,33334,1033,0,54266,33334,1033,19899,0,0,0,54266,33334,1033,19899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,09OCT2017:21:54:09,02NOV2018:00:06:10,0,,20181102
2403568,102260937,TQYJK20171109vT7891d6u4,1,3,2,1,1,1,09JAN2018,,0,297,49559,46666,2893,0,77477,46666,2893,27918,0,0,0,77477,46666,2893,27918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,09NOV2017:09:29:37,02NOV2018:00:06:11,0,,20181102
2405962,101803258,TQYJK20171109b1521NK2uK,1,3,2,1,1,1,09JAN2018,,0,297,48257,46666,1591,0,63701,46666,1591,15444,0,0,0,63701,46666,1591,15444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,09NOV2017:18:15:32,02NOV2018:00:06:12,0,,20181102
2500284,102450994,TQYJK20171209OAa545Y59Z,1,3,1,1,1,1,09JAN2018,,0,297,29146,26666,2480,0,45184,26666,2480,16038,0,0,0,45184,26666,2480,16038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,09DEC2017:15:05:57,02NOV2018:00:06:14,0,,20181102
2306136,103698250,TQYJK201710108u117Q8a7S,1,3,3,1,1,1,10JAN2018,,0,296,27123,26668,455,0,36003,26668,455,8880,0,0,0,36003,26668,455,8880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10OCT2017:19:27:47,02NOV2018:00:06:16,0,,20181102
2502275,102260937,TQYJK2017121076935nzL1J,1,3,1,1,1,1,10JAN2018,,0,296,69223,63333,5890,0,106815,63333,5890,37592,0,0,0,106815,63333,5890,37592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10DEC2017:10:02:32,02NOV2018:00:06:19,0,,20181102
2429556,103698250,TQYJK201711151WakYX9898,1,3,2,1,1,1,15JAN2018,,0,291,24129,23333,796,0,31695,23333,796,7566,0,0,0,31695,23333,796,7566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15NOV2017:18:40:27,02NOV2018:00:06:40,0,,20181102
2435433,102450994,TQYJK2017111743i770a448,1,3,2,1,1,1,17JAN2018,,0,289,28319,26666,1653,0,43925,26666,1653,15606,0,0,0,43925,26666,1653,15606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17NOV2017:10:11:55,02NOV2018:00:05:58,0,,20181102
2347896,104006682,TQYJK201710242332SScY0b,1,3,3,1,1,1,24JAN2018,,0,282,20341,20000,341,0,26545,20000,341,6204,0,0,0,26545,20000,341,6204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24OCT2017:08:35:56,02NOV2018:00:06:32,0,,20181102
2556299,104455311,TQYJK20171225o9v2Hzt6C5,1,6,1,1,1,1,25JAN2018,,0,281,40076,36666,3410,0,50473,36666,3410,10397,0,0,0,50473,36666,3410,10397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25DEC2017:13:20:50,02NOV2018:00:06:43,0,,20181102
2460267,104006682,TQYJK2017112610878M3p99,1,3,2,1,1,1,26JAN2018,,0,280,17234,16666,568,0,22554,16666,568,5320,0,0,0,22554,16666,568,5320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26NOV2017:11:29:20,02NOV2018:00:05:56,0,,20181102
2461640,103717494,TQYJK20171126GLe2k15Df1,1,3,2,1,1,1,26JAN2018,,0,280,24490,23333,1157,0,35130,23333,1157,10640,0,0,0,35130,23333,1157,10640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26NOV2017:20:46:56,02NOV2018:00:05:56,0,,20181102
2562259,100537738,TQYJK20171226N4V6o2YJr0,1,3,1,1,1,1,26JAN2018,,0,280,100461,94806,5655,0,135181,94806,5655,34720,0,0,0,135181,94806,5655,34720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26DEC2017:17:04:18,02NOV2018:00:05:58,0,,20181102
1858709,104469091,TQYJK20170727w578S418l3,1,12,6,1,1,1,27JAN2018,,0,279,66503,56666,9837,0,82406,56666,9837,15903,0,0,0,82406,56666,9837,15903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27JUL2017:09:45:07,02NOV2018:00:05:59,0,,20181102
2359933,103717494,TQYJK20171027240mSDjA31,1,3,3,1,1,1,27JAN2018,,0,279,54657,53334,1323,0,78651,53334,1323,23994,0,0,0,78651,53334,1323,23994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27OCT2017:17:28:07,02NOV2018:00:06:01,0,,20181102
2472225,101113315,TQYJK20171129w8r14z317A,1,3,2,1,1,1,28JAN2018,,0,278,70593,66666,3927,127,105899,66666,3927,35306,0,0,0,105899,66666,3927,35306,0,127,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29NOV2017:21:43:21,02NOV2018:00:06:19,0,,20181102
2587405,100621583,TQYJK201801019905LvJI7w,1,3,1,1,1,1,01FEB2018,,0,274,17519,16666,853,0,22725,16666,853,5206,0,0,0,22725,16666,853,5206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,01JAN2018:16:34:25,02NOV2018:00:06:32,0,,20181102
2587408,100621583,TQYJK2018010156rp5P21T4,1,3,1,1,1,1,01FEB2018,,0,274,28030,26666,1364,0,36250,26666,1364,8220,0,0,0,36250,26666,1364,8220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,01JAN2018:16:35:11,02NOV2018:00:06:32,0,,20181102
2376651,102706892,TQYJK201711021BfwC70986,1,3,3,1,1,1,02FEB2018,,0,273,20496,20000,496,0,29232,20000,496,8736,0,0,0,29232,20000,496,8736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,02NOV2017:06:25:15,02NOV2018:00:06:33,0,,20181102
2379187,104063392,TQYJK2017110245IM63D3u5,1,3,3,1,1,1,02FEB2018,,0,273,48042,46668,1374,0,72339,46668,1374,24297,0,0,0,72339,46668,1374,24297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,02NOV2017:17:49:56,02NOV2018:00:06:34,0,,20181102
2277009,102450994,TQYJK2017100334Y69V02r5,1,6,4,1,1,1,03FEB2018,,0,272,81975,75000,6975,0,122775,75000,6975,40800,0,0,0,122775,75000,6975,40800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,03OCT2017:15:05:40,02NOV2018:00:06:37,0,,20181102
2384195,104006682,TQYJK20171104L6ys44Cz51,1,3,3,1,1,1,04FEB2018,,0,271,20341,20000,341,0,26303,20000,341,5962,0,0,0,26303,20000,341,5962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,04NOV2017:07:20:33,02NOV2018:00:06:43,0,,20181102
2482708,101469742,TQYJK201712047c7nyeHzuw,1,6,2,1,1,1,04FEB2018,,0,271,76483,66666,9817,0,110900,66666,9817,34417,0,0,0,110900,66666,9817,34417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,04DEC2017:12:13:42,02NOV2018:00:06:43,0,,20181102
2389797,102706892,TQYJK20171105343d86690g,1,3,3,1,1,1,05FEB2018,,0,270,17081,16668,413,0,24371,16668,413,7290,0,0,0,24371,16668,413,7290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,05NOV2017:20:21:45,02NOV2018:00:06:48,0,,20181102
2496505,104006682,TQYJK201712082hm52P21m3,1,3,2,1,1,1,08FEB2018,,0,267,31023,30000,1023,0,39834,30000,1023,8811,0,0,0,39834,30000,1023,8811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,08DEC2017:11:50:00,02NOV2018:00:07:10,0,,20181102
2616448,102853563,TQYJK20180108tr7ysK0356,1,3,1,1,1,1,08FEB2018,,0,267,34642,32692,1950,0,46123,32692,1950,11481,0,0,0,46123,32692,1950,11481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,08JAN2018:16:31:21,02NOV2018:00:07:13,0,,20181102
1940987,102260937,TQYJK201708090G20d0345Q,1,6,6,1,1,1,09FEB2018,,0,266,82480,80000,2480,0,103760,80000,2480,21280,0,0,0,103760,80000,2480,21280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,09AUG2017:10:13:38,02NOV2018:00:07:14,0,,20181102
2403569,102260937,TQYJK20171109vT7891d6u4,1,3,3,1,1,1,09FEB2018,,0,266,48115,46668,1447,0,73119,46668,1447,25004,0,0,0,73119,46668,1447,25004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,09NOV2017:09:29:37,02NOV2018:00:07:14,0,,20181102
2405963,101803258,TQYJK20171109b1521NK2uK,1,3,3,1,1,1,09FEB2018,,0,266,47464,46668,796,0,61296,46668,796,13832,0,0,0,61296,46668,796,13832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,09NOV2017:18:15:32,02NOV2018:00:07:16,0,,20181102
2500285,102450994,TQYJK20171209OAa545Y59Z,1,3,2,1,1,1,09FEB2018,,0,266,28319,26666,1653,0,42683,26666,1653,14364,0,0,0,42683,26666,1653,14364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,09DEC2017:15:05:57,02NOV2018:00:07:17,0,,20181102
2502276,102260937,TQYJK2017121076935nzL1J,1,3,2,1,1,1,10FEB2018,,0,265,67260,63333,3927,0,100915,63333,3927,33655,0,0,0,100915,63333,3927,33655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10DEC2017:10:02:32,02NOV2018:00:07:23,0,,20181102
2508246,104455311,TQYJK20171212Q0UMA37192,1,6,2,1,1,1,12FEB2018,,0,263,105954,98333,7621,0,131991,98333,7621,26037,0,0,0,131991,98333,7621,26037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12DEC2017:09:08:51,02NOV2018:00:07:32,0,,20181102
2641486,103622417,TQYJK20180114e40gD0901z,1,3,1,1,1,1,14FEB2018,,0,261,54418,50000,4418,0,79213,50000,4418,24795,0,0,0,79213,50000,4418,24795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14JAN2018:10:12:43,02NOV2018:00:06:56,0,,20181102
2429557,103698250,TQYJK201711151WakYX9898,1,3,3,1,1,1,15FEB2018,,0,260,23732,23334,398,0,30492,23334,398,6760,0,0,0,30492,23334,398,6760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15NOV2017:18:40:27,02NOV2018:00:06:58,0,,20181102
