id,memberId,orderNo,bizOrderNo,loanAmount,loanDate,isFree,freeNum,interestType,feeRate,rateType,totalNum,payNum,nextRepayDate,overdueNum,orderStatus,isOverdue,cancelFlag,channelType,acctTempId,logicTime,parentOrderNo,orderType,totalPayAmt,serviceFee,totalInitFee,totalAmt,totalPrincipal,totalFee,totalOverdue,totalLatefee,totalAdvanceFee,totalRepayPoundage,totalRepayDiscountfee,totalLoanDiscountfee,totalDayLoanDiscountfee,totalPayLoanDiscountfee,loanDiscountfeeType,loanDiscountfeeAmt,loanDiscountfeeRate,remainTotalAmt,remainTotalPrincipal,remainTotalFee,remainTotalOverdue,remainTotalLatefee,refundDate,refundTotalAmt,waiverTotalAmt,deleted,crtTime,uptTime,deferredFlag,loanTerm,loanTermUnit,UPDATE_DAY
1584991,104063392,TQYJK2017110245IM63D3u5,,140000,02NOV2017,0,0,1,0.0950,3,3,1,02JAN2018,2,1,1,0,C001,420002,02NOV2018:00:06:34,,1,50656,0,8113,199466,140000,8113,51353,0,0,0,0,0,0,0,0,0,0.0000,148810,93334,4123,51353,0,,0,0,0,02NOV2017:17:49:56,02FEB2018:00:01:02,,,,20181102
1586211,10471981,TQYJK20171103W16JxrXf49,,120000,03NOV2017,0,0,1,0.0500,3,3,3,03FEB2018,0,2,0,0,C001,420002,03FEB2018:08:05:28,,1,122920,0,3660,122920,120000,2920,0,0,680,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,03NOV2017:12:20:56,03FEB2018:00:01:02,,,,20181102
1586402,100417995,TQYJK20171103899ZIAG51t,,200000,03NOV2017,0,0,2,0.0650,3,3,3,03FEB2018,0,2,0,0,C002,420003,30NOV2017:19:53:57,,1,203510,0,7850,203510,200000,3510,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,03NOV2017:14:03:42,30NOV2017:00:01:29,,,,20181102
1586419,101175817,TQYJK20171103Jb7Xth8894,,100000,03NOV2017,0,0,1,0.0550,3,3,3,03FEB2018,0,2,0,0,C001,420002,05FEB2018:15:33:21,,1,103411,0,3355,103411,100000,3300,111,0,110,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,03NOV2017:14:15:12,03FEB2018:00:01:02,,,,20181102
1586622,101761589,TQYJK201711034Ig1yF8ngw,,190000,03NOV2017,0,0,2,0.0650,3,3,3,03FEB2018,0,2,0,0,C002,420003,01DEC2017:19:12:59,,1,193458,0,7458,193458,190000,3458,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,03NOV2017:15:56:37,01DEC2017:00:01:34,,,,20181102
1587633,104006682,TQYJK20171104L6ys44Cz51,,60000,04NOV2017,0,0,1,0.0550,3,3,2,04FEB2018,0,1,1,0,C001,420002,02NOV2018:00:06:43,,1,42670,0,2013,68973,60000,2013,6960,0,0,0,0,0,0,0,0,0,0.0000,26303,20000,341,5962,0,,0,0,0,04NOV2017:07:20:33,04FEB2018:00:01:03,,,,20181102
1587709,10401825,TQYJK20171104Oe46dN592g,,500000,04NOV2017,0,0,2,0.0650,3,6,6,04MAY2018,0,2,0,0,C002,420003,04MAY2018:08:35:12,,1,534777,0,34673,534777,500000,34673,104,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,04NOV2017:08:24:17,04MAY2018:00:01:01,,,,20181102
1588213,103617946,TQYJK201711044Z1617z2nn,,480000,04NOV2017,0,0,2,0.0650,3,6,6,04MAY2018,0,2,0,0,C002,420003,30MAR2018:20:51:59,,1,511228,0,33287,511228,480000,31128,100,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,04NOV2017:12:45:36,30MAR2018:00:01:01,,,,20181102
1588242,102922913,TQYJK201711047p9C2y0185,,130000,04NOV2017,0,0,1,0.0800,3,3,3,04FEB2018,-1,2,0,0,C001,420002,18JAN2018:11:08:43,,1,136971,0,6344,136971,130000,5754,1217,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,04NOV2017:12:57:10,18JAN2018:00:01:06,,,,20181102
1588811,100569109,TQYJK201711041tM0I66jLo,,400000,04NOV2017,0,0,2,0.0650,3,3,3,04FEB2018,0,2,0,0,C002,420003,03DEC2017:10:33:55,,1,407540,0,15700,407540,400000,7540,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,04NOV2017:18:09:41,03DEC2017:00:01:22,,,,20181102
1588878,103040272,TQYJK201711047kK273l0Br,,180000,04NOV2017,0,0,1,0.0550,3,3,3,04FEB2018,0,2,0,0,C001,420002,28JAN2018:10:57:06,,1,185808,0,6039,185808,180000,5808,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,04NOV2017:18:52:13,28JAN2018:00:01:02,,,,20181102
1590408,103448284,TQYJK20171105Ez075u5BEn,,50000,05NOV2017,0,0,2,0.0650,3,3,3,05FEB2018,0,2,0,0,C002,420003,12FEB2018:18:20:09,,1,52695,0,1962,52695,50000,1962,733,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,05NOV2017:15:53:03,05FEB2018:00:01:03,,,,20181102
1590855,102706892,TQYJK20171105343d86690g,,50000,05NOV2017,0,0,1,0.0800,3,3,0,05DEC2017,3,1,1,0,C001,420002,02NOV2018:00:06:48,,1,0,0,2440,77128,50000,2440,24688,0,0,0,0,0,0,0,0,0,0.0000,77128,50000,2440,24688,0,,0,0,0,05NOV2017:20:21:45,05FEB2018:00:01:03,,,,20181102
1590949,100889222,TQYJK20171105id9V463mvT,,120000,05NOV2017,0,0,1,0.0500,3,3,3,05FEB2018,0,2,0,0,C001,420002,05FEB2018:07:37:45,,1,123560,0,3660,123560,120000,3560,0,0,200,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,05NOV2017:21:31:18,05FEB2018:00:01:03,,,,20181102
1591700,101947327,TQYJK201711065l5Z7Z5H52,,390000,06NOV2017,0,0,2,0.0650,3,6,6,06MAY2018,0,2,0,0,C002,420003,03MAR2018:20:09:19,,1,412745,0,27046,412745,390000,22664,81,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,06NOV2017:11:08:09,03MAR2018:00:01:01,,,,20181102
1591705,102014513,TQYJK20171106u58u13bh3p,,400000,06NOV2017,0,0,2,0.0650,3,6,6,06MAY2018,0,2,0,0,C002,420003,07MAY2018:09:23:44,,1,428007,0,27740,428007,400000,27740,267,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,06NOV2017:11:11:44,06MAY2018:00:01:00,,,,20181102
1593515,100625143,TQYJK20171107p2jN0fzK85,,390000,07NOV2017,0,0,2,0.0650,3,6,6,07MAY2018,0,2,0,0,C002,420003,24APR2018:11:08:56,,1,416640,0,27046,416640,390000,26470,170,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,07NOV2017:06:59:25,24APR2018:00:01:01,,,,20181102
1594168,104958908,TQYJK20171107U6116osU3z,,300000,07NOV2017,0,0,2,0.0650,3,3,3,07FEB2018,0,2,0,0,C002,420003,18DEC2017:20:07:37,,1,307247,0,11776,307247,300000,7247,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,07NOV2017:12:16:55,18DEC2017:00:01:21,,,,20181102
1594234,103688774,TQYJK20171107o7v2nDx079,,160000,07NOV2017,0,0,1,0.0800,3,3,3,07FEB2018,-1,2,0,0,C001,420002,08FEB2018:10:49:13,,1,168066,0,7808,168066,160000,7808,258,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,07NOV2017:12:45:18,07FEB2018:00:01:03,,,,20181102
1594375,103221802,TQYJK20171107Ml972LE2Nx,,170000,07NOV2017,0,0,1,0.0500,3,3,3,07FEB2018,0,2,0,0,C001,420002,07FEB2018:09:15:24,,1,175299,0,5185,175299,170000,5185,114,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,07NOV2017:13:50:39,07FEB2018:00:01:03,,,,20181102
1594801,101812242,TQYJK20171107w47hNAt23g,,220000,07NOV2017,0,0,2,0.0650,3,3,3,07FEB2018,0,2,0,0,C002,420003,31JAN2018:17:20:04,,1,228307,0,8636,228307,220000,8307,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,07NOV2017:16:54:49,31JAN2018:00:01:13,,,,20181102
1594837,104945030,TQYJK20171107ZySb6140jS,,100000,07NOV2017,0,0,2,0.0650,3,3,3,07FEB2018,0,2,0,0,C002,420003,07FEB2018:08:55:03,,1,103926,0,3926,103926,100000,3926,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,07NOV2017:17:10:35,07FEB2018:00:01:04,,,,20181102
1594987,104450196,TQYJK201711079Ke70217X6,,140000,07NOV2017,0,0,1,0.0950,3,3,3,07FEB2018,-1,2,0,0,C001,420002,07FEB2018:20:30:39,,1,148202,0,8113,148202,140000,8113,89,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,07NOV2017:18:16:51,07FEB2018:00:01:04,,,,20181102
1595924,102451307,TQYJK201711087tC466f927,,60000,08NOV2017,0,0,1,0.0500,3,3,3,08FEB2018,-1,2,0,0,C001,420002,09FEB2018:10:53:56,,1,61910,0,1830,61910,60000,1830,80,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,08NOV2017:09:31:14,08FEB2018:00:01:03,,,,20181102
1595927,100994943,TQYJK20171108m8dO0022v2,,100000,08NOV2017,0,0,2,0.0650,3,1,1,08DEC2017,0,2,0,0,C002,420003,07DEC2017:15:12:24,,1,101885,0,1950,101885,100000,1885,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,08NOV2017:09:31:54,07DEC2017:00:01:31,,,,20181102
1595980,103817048,TQYJK201711087d5f28ri6D,,80000,08NOV2017,0,0,1,0.0550,3,3,3,08FEB2018,0,2,0,0,C001,420002,11FEB2018:09:01:27,,1,82819,0,2684,82819,80000,2669,150,0,29,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,08NOV2017:09:52:30,08FEB2018:00:01:03,,,,20181102
1596412,101384295,TQYJK20171108T2050GFq2h,,120000,08NOV2017,0,0,1,0.0500,3,3,3,08FEB2018,-1,2,0,0,C001,420002,08FEB2018:22:25:53,,1,123700,0,3660,123700,120000,3660,40,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,08NOV2017:13:18:38,08FEB2018:00:01:04,,,,20181102
1596636,102314813,TQYJK20171108Ld4m48Rh6S,,140000,08NOV2017,0,0,1,0.0950,3,3,3,08FEB2018,0,2,0,0,C001,420002,09FEB2018:16:19:34,,1,146961,0,8113,146961,140000,6872,89,0,1286,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,08NOV2017:14:46:23,08FEB2018:00:01:04,,,,20181102
1597052,100167245,TQYJK20171108K984r21zn9,,200000,08NOV2017,0,0,1,0.0800,3,3,3,08FEB2018,0,2,0,0,C001,420002,01FEB2018:15:04:12,,1,209174,0,9760,209174,200000,9067,107,0,640,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,08NOV2017:17:46:39,01FEB2018:00:01:04,,,,20181102
1598021,102260937,TQYJK20171109vT7891d6u4,,140000,09NOV2017,0,0,1,0.1000,3,3,1,09JAN2018,2,1,1,0,C001,420002,02NOV2018:00:07:14,,1,50866,0,8540,201462,140000,8540,52922,0,0,0,0,0,0,0,0,0,0.0000,150596,93334,4340,52922,0,,0,0,0,09NOV2017:09:29:37,09FEB2018:00:01:04,,,,20181102
1598116,100917770,TQYJK201711094ANV4J1g80,,240000,09NOV2017,0,0,1,0.0950,3,3,3,09FEB2018,0,2,0,0,C001,420002,08FEB2018:12:57:08,,1,253984,0,13908,253984,240000,13832,152,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,09NOV2017:10:11:56,08FEB2018:00:01:02,,,,20181102
1598288,103253566,TQYJK20171109779Wr75KG6,,180000,09NOV2017,0,0,2,0.0650,3,3,3,09FEB2018,0,2,0,0,C002,420003,05DEC2017:12:05:52,,1,183042,0,7066,183042,180000,3042,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,09NOV2017:11:24:24,05DEC2017:00:01:29,,,,20181102
1598512,101858736,TQYJK20171109Hwz3JH15O3,,200000,09NOV2017,0,0,1,0.0800,3,3,3,09FEB2018,0,2,0,0,C001,420002,25NOV2017:12:59:00,,1,202560,0,9760,202560,200000,2560,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,09NOV2017:12:49:36,25NOV2017:00:01:23,,,,20181102
1598883,10466364,TQYJK20171109H7P7j03L1q,,100000,09NOV2017,0,0,1,0.0800,3,3,3,09FEB2018,0,2,0,0,C001,420002,06JAN2018:13:54:55,,1,103680,0,4880,103680,100000,3680,0,0,427,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,09NOV2017:15:22:21,06JAN2018:00:01:10,,,,20181102
1599277,101803258,TQYJK20171109b1521NK2uK,,140000,09NOV2017,0,0,1,0.0550,3,3,0,09DEC2017,3,1,1,0,C001,420002,02NOV2018:00:07:16,,1,0,0,4697,191029,140000,4697,46332,0,0,0,0,0,0,0,0,0,0.0000,191029,140000,4697,46332,0,,0,0,0,09NOV2017:18:15:32,09FEB2018:00:01:03,,,,20181102
1599733,103190934,TQYJK2017110907168gQ9yi,,500000,09NOV2017,0,0,2,0.0650,3,6,6,09MAY2018,0,2,0,0,C002,420003,09MAY2018:15:07:15,,1,535213,0,34673,535213,500000,34673,540,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,09NOV2017:23:16:38,09MAY2018:00:01:01,,,,20181102
1599743,104223002,TQYJK20171109MHogs5A5Y9,,100000,09NOV2017,0,0,1,0.0500,3,3,3,09FEB2018,0,2,0,0,C001,420002,18DEC2017:12:45:02,,1,101467,0,3050,101467,100000,1467,0,0,367,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,09NOV2017:23:22:41,01DEC2017:00:01:40,,,,20181102
1600282,102387332,TQYJK201711107JQwO6m594,,60000,10NOV2017,0,0,1,0.0800,3,3,3,10FEB2018,0,2,0,0,C001,420002,11FEB2018:06:51:45,,1,62944,0,2928,62944,60000,2912,32,0,32,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,10NOV2017:09:47:29,10FEB2018:00:01:02,,,,20181102
1600519,104297649,TQYJK20171110Li91mYN4b7,,150000,10NOV2017,0,0,1,0.0500,3,3,3,10FEB2018,0,2,0,0,C001,420002,08MAR2018:16:53:09,,1,158625,0,4575,158625,150000,4475,4150,0,200,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,10NOV2017:11:18:26,10FEB2018:00:01:03,,,,20181102
1600694,100019314,TQYJK2017111044LVW03214,,130000,10NOV2017,0,0,1,0.0500,3,3,3,10FEB2018,0,2,0,0,C001,420002,11FEB2018:06:52:25,,1,134009,0,3965,134009,130000,3965,44,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,10NOV2017:12:25:01,10FEB2018:00:01:03,,,,20181102
1601261,100783085,TQYJK201711109w2K29wf5P,,200000,10NOV2017,0,0,1,0.0550,3,3,3,10FEB2018,0,2,0,0,C001,420002,12DEC2017:19:20:22,,1,203337,0,6710,203337,200000,3337,0,0,220,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,10NOV2017:16:33:33,12DEC2017:00:01:37,,,,20181102
1601303,102078637,TQYJK201711102fEd0da471,,280000,10NOV2017,0,0,2,0.0650,3,3,3,10FEB2018,0,2,0,0,C002,420003,09FEB2018:22:36:24,,1,290930,0,10990,290930,280000,10930,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,10NOV2017:16:49:20,09FEB2018:00:01:04,,,,20181102
1601304,105081220,TQYJK201711100888863vYH,,310000,10NOV2017,0,0,1,0.0500,3,6,6,10MAY2018,0,2,0,0,C001,420002,09MAY2018:14:31:32,,1,326249,0,16404,326249,310000,16249,0,0,646,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,10NOV2017:16:49:21,09MAY2018:00:01:01,,,,20181102
1601354,103983400,TQYJK201711109O9JkqwA5O,,100000,10NOV2017,0,0,2,0.0650,3,1,1,10DEC2017,0,2,0,0,C002,420003,10DEC2017:16:53:13,,1,101950,0,1950,101950,100000,1950,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,10NOV2017:17:06:38,10DEC2017:00:01:30,,,,20181102
1602115,104703685,TQYJK20171111zl7HhOn9DS,,50000,11NOV2017,0,0,1,0.0800,3,3,3,11FEB2018,0,2,0,0,C001,420002,11FEB2018:08:08:21,,1,52414,0,2440,52414,50000,2387,27,0,107,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,11NOV2017:00:02:41,11FEB2018:00:01:02,,,,20181102
1602653,104038994,TQYJK201711115kVmX1K301,,210000,11NOV2017,0,0,1,0.0550,3,3,3,11FEB2018,0,2,0,0,C001,420002,29DEC2017:10:40:42,,1,214851,0,7046,214851,210000,4851,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,11NOV2017:10:44:47,29DEC2017:00:01:18,,,,20181102
1603301,102058051,TQYJK2017111108VGW8C2z2,,160000,11NOV2017,0,0,1,0.0550,3,3,3,11FEB2018,0,2,0,0,C001,420002,15JAN2018:07:42:34,,1,164576,0,5368,164576,160000,4576,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,11NOV2017:15:53:50,15JAN2018:00:01:06,,,,20181102
1603839,100242148,TQYJK2017111149R357E6ep,,150000,11NOV2017,0,0,1,0.0500,3,3,3,11FEB2018,0,2,0,0,C001,420002,07JAN2018:20:57:41,,1,153575,0,4575,153575,150000,3575,0,0,50,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,11NOV2017:21:08:38,07JAN2018:00:01:09,,,,20181102
1604547,102891259,TQYJK201711129A43s8gU0r,,100000,12NOV2017,0,0,2,0.0650,3,3,3,12FEB2018,0,2,0,0,C002,420003,13FEB2018:11:25:38,,1,103971,0,3926,103971,100000,3926,45,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,12NOV2017:10:07:50,12FEB2018:00:01:03,,,,20181102
1604676,102880354,TQYJK201711122YH30044Ay,,500000,12NOV2017,0,0,1,0.1000,3,3,3,12FEB2018,-1,2,0,0,C001,420002,12FEB2018:18:45:43,,1,530834,0,30500,530834,500000,30500,334,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,12NOV2017:11:12:26,12FEB2018:00:01:03,,,,20181102
1605462,103745502,TQYJK20171112jM53HDJ318,,50000,12NOV2017,0,0,1,0.0950,3,3,3,12FEB2018,0,2,0,0,C001,420002,09JAN2018:09:06:59,,1,52376,0,2898,52376,50000,2312,64,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,12NOV2017:18:10:04,09JAN2018:00:01:10,,,,20181102
1606346,10202114,TQYJK2017111344V4902225,,760000,13NOV2017,0,0,1,0.0500,3,12,12,13NOV2018,0,2,0,0,C001,420002,05MAR2018:15:15:34,,1,797145,0,74892,797145,760000,37145,0,0,6270,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,13NOV2017:09:14:31,05MAR2018:00:01:03,,,,20181102
1606516,101973128,TQYJK20171113k5a7A2er0V,,320000,13NOV2017,0,0,1,0.0950,3,6,6,13MAY2018,0,2,0,0,C001,420002,27NOV2017:17:21:48,,1,324256,0,32173,324256,320000,4256,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,13NOV2017:10:21:47,27NOV2017:00:01:49,,,,20181102
1607167,101220957,TQYJK201711131cSU87hL7A,,490000,13NOV2017,0,0,2,0.0650,3,3,3,13FEB2018,0,2,0,0,C002,420003,14FEB2018:09:25:21,,1,509450,0,19233,509450,490000,19233,217,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,13NOV2017:14:46:40,13FEB2018:00:01:03,,,,20181102
1607486,102892215,TQYJK20171113wlp2q54b0N,,300000,13NOV2017,0,0,2,0.0650,3,3,3,13FEB2018,0,2,0,0,C002,420003,15JAN2018:08:43:34,,1,309916,0,11776,309916,300000,9916,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,13NOV2017:16:54:12,15JAN2018:00:01:08,,,,20181102
1607857,100190369,TQYJK20171113dhJsw0v192,,100000,13NOV2017,0,0,2,0.0650,3,1,1,13DEC2017,0,2,0,0,C002,420003,11DEC2017:14:26:27,,1,101820,0,1950,101820,100000,1820,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,13NOV2017:19:55:52,11DEC2017:00:01:27,,,,20181102
1608587,102865823,TQYJK201711144z85359AkW,,450000,14NOV2017,0,0,1,0.0950,3,3,3,14FEB2018,0,2,0,0,C001,420002,14FEB2018:10:20:51,,1,476078,0,26078,476078,450000,26078,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,14NOV2017:09:41:37,14FEB2018:00:01:02,,,,20181102
1608604,101412558,TQYJK2017111415c0lfWkZ4,,1920000,14NOV2017,0,0,1,0.0400,3,3,3,14FEB2018,0,2,0,0,C001,420002,15DEC2017:18:08:48,,1,1943552,0,46848,1943552,1920000,23552,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,14NOV2017:09:49:05,15DEC2017:00:01:26,,,,20181102
1609222,100498557,TQYJK20171114q4Oi9U6mhb,,150000,14NOV2017,0,0,1,0.1000,3,3,3,14FEB2018,0,2,0,0,C001,420002,14FEB2018:09:02:46,,1,159250,0,9150,159250,150000,9150,100,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,14NOV2017:13:55:01,14FEB2018:00:01:03,,,,20181102
1609557,100016772,TQYJK201711140Z5rp017ci,,320000,14NOV2017,0,0,1,0.0950,3,3,3,14FEB2018,0,2,0,0,C001,420002,17JAN2018:12:09:45,,1,335707,0,18544,335707,320000,15707,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,14NOV2017:16:22:03,17JAN2018:00:01:16,,,,20181102
1610141,101852077,TQYJK20171114l4n164H6dX,,70000,14NOV2017,0,0,1,0.0550,3,3,3,14FEB2018,0,2,0,0,C001,420002,12JAN2018:14:14:35,,1,71899,0,2349,71899,70000,1899,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,14NOV2017:21:31:15,12JAN2018:00:01:10,,,,20181102
1610419,103221802,TQYJK20171115256z6g5989,,70000,15NOV2017,0,0,1,0.0500,3,3,3,15FEB2018,0,2,0,0,C001,420002,18FEB2018:15:34:48,,1,72207,0,2135,72207,70000,2135,72,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,15NOV2017:02:58:40,15FEB2018:00:01:02,,,,20181102
1610488,102868529,TQYJK201711154NSH2K2qi9,,60000,15NOV2017,0,0,1,0.0500,3,3,3,15FEB2018,0,2,0,0,C001,420002,16NOV2017:08:00:23,,1,60030,0,1830,60030,60000,30,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,15NOV2017:07:20:45,16NOV2017:00:01:46,,,,20181102
1611104,101384295,TQYJK20171115b206R4xy04,,90000,15NOV2017,0,0,1,0.0500,3,3,3,15FEB2018,0,2,0,0,C001,420002,08JAN2018:11:46:34,,1,92070,0,2745,92070,90000,2070,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,15NOV2017:12:35:52,08JAN2018:00:01:11,,,,20181102
1611565,103395155,TQYJK20171115cXEN7mL974,,150000,15NOV2017,0,0,1,0.0550,3,3,3,15FEB2018,0,2,0,0,C001,420002,15FEB2018:07:46:19,,1,155088,0,5033,155088,150000,5033,55,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,15NOV2017:15:48:24,15FEB2018:00:01:03,,,,20181102
1611985,103698250,TQYJK201711151WakYX9898,,70000,15NOV2017,0,0,1,0.0550,3,3,0,15DEC2017,3,1,1,0,C001,420002,02NOV2018:00:06:58,,1,0,0,2349,95047,70000,2349,22698,0,0,0,0,0,0,0,0,0,0.0000,95047,70000,2349,22698,0,,0,0,0,15NOV2017:18:40:27,15FEB2018:00:01:03,,,,20181102
1612082,103223748,TQYJK2017111576W74b20Fe,,490000,15NOV2017,0,0,2,0.0650,3,6,6,15MAY2018,0,2,0,0,C002,420003,16MAY2018:10:07:53,,1,524194,0,33980,524194,490000,33980,214,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,15NOV2017:19:42:21,15MAY2018:00:01:01,,,,20181102
1612728,102868529,TQYJK201711163i2yTfoD4R,,70000,16NOV2017,0,0,1,0.0500,3,3,3,16FEB2018,0,2,0,0,C001,420002,23FEB2018:10:40:30,,1,72447,0,2135,72447,70000,2135,312,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,16NOV2017:07:57:17,16FEB2018:00:01:02,,,,20181102
1612735,102868529,TQYJK20171116XbpE3rrexx,,80000,16NOV2017,0,0,1,0.0500,3,3,3,16FEB2018,0,2,0,0,C001,420002,23FEB2018:10:40:51,,1,82791,0,2440,82791,80000,2440,351,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,16NOV2017:08:00:51,16FEB2018:00:01:02,,,,20181102
1614260,105052573,TQYJK20171116c4733878lS,,100000,16NOV2017,0,0,1,0.0550,3,3,3,16FEB2018,0,2,0,0,C001,420002,16FEB2018:08:05:12,,1,103337,0,3355,103337,100000,3337,0,0,37,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,16NOV2017:19:35:37,16FEB2018:00:01:03,,,,20181102
1615203,102450994,TQYJK2017111743i770a448,,80000,17NOV2017,0,0,1,0.1000,3,3,0,17DEC2017,3,1,1,0,C001,420002,02NOV2018:00:07:11,,1,0,0,4880,131698,80000,4880,46818,0,0,0,0,0,0,0,0,0,0.0000,131698,80000,4880,46818,0,,0,0,0,17NOV2017:10:11:55,17FEB2018:00:01:04,,,,20181102
1615249,103941110,TQYJK20171117ZSgG8119xq,,200000,17NOV2017,0,0,2,0.0650,3,1,1,17DEC2017,0,2,0,0,C002,420003,17DEC2017:08:14:16,,1,203900,0,3900,203900,200000,3900,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,17NOV2017:10:56:39,17DEC2017:00:01:25,,,,20181102
1615292,103745502,TQYJK20171117Xx930d5a95,,90000,17NOV2017,0,0,1,0.0950,3,3,3,17FEB2018,0,2,0,0,C001,420002,09JAN2018:09:07:31,,1,93933,0,5216,93933,90000,3876,57,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,17NOV2017:11:47:22,09JAN2018:00:01:11,,,,20181102
1615295,101277218,TQYJK20171117y17R445a0y,,50000,17NOV2017,0,0,1,0.0550,3,3,3,17FEB2018,0,2,0,0,C001,420002,19FEB2018:06:50:54,,1,51791,0,1677,51791,50000,1677,114,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0,,0,0,0,17NOV2017:11:51:58,17FEB2018:00:01:02,,,,20181102
